i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_0;pos:11490,55,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:cuboid_1;pos:-875,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_2;pos:-875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_3;pos:875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_4;pos:-875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_5;pos:-875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_6;pos:-875,0,-16625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_7;pos:9625,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_8;pos:11375,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_9;pos:11375,0,875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_10;pos:13125,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_11;pos:14875,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_12;pos:9625,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_13;pos:11375,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_14;pos:13125,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_15;pos:14875,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_16;pos:7875,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_17;pos:9625,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_18;pos:13125,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_19;pos:14815.89,0,-4366.951;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_20;pos:7875,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_21;pos:9625,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_22;pos:11375,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_23;pos:13125,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_24;pos:4375,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_25;pos:6125,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_26;pos:7875,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_27;pos:9625,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_28;pos:11375,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_29;pos:13125,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_30;pos:875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_31;pos:2625,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_32;pos:4375,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_33;pos:6125,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_34;pos:7875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_35;pos:9625,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_36;pos:11375,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_37;pos:2625,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_38;pos:4375,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_39;pos:7875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_40;pos:9625,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_41;pos:875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_42;pos:2625,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_43;pos:4375,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_44;pos:6125,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_45;pos:7875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_46;pos:11374.48,0,-11374.62;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_47;pos:875,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_48;pos:2625,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_49;pos:4375,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_50;pos:6125,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_51;pos:875,0,-16625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_1225;pos:839.5351,95,-14690.51;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1226;pos:839.5351,95,-14820.2;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1227;pos:839.5351,95,-14042.03;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1228;pos:808.398,95,-13912.34;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1229;pos:757.3555,95,-13789.11;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1230;pos:687.6644,95,-13675.38;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1231;pos:601.0408,95,-13573.96;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1232;pos:499.6175,95,-13487.34;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1233;pos:385.8919,95,-13417.64;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1234;pos:262.6645,95,-13366.6;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1235;pos:132.9693,95,-13335.46;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1236;pos:5.206881E-14,95,-13325;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1237;pos:864.5351,95,-14146.73;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1238;pos:864.5351,95,-14276.42;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1239;pos:864.5351,95,-14406.12;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1240;pos:864.5351,95,-14535.81;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1241;pos:864.5351,95,-14665.51;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1242;pos:864.5351,95,-14795.2;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1243;pos:864.5351,95,-14017.03;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1244;pos:833.398,95,-13887.34;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1245;pos:782.3555,95,-13764.11;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1246;pos:712.6644,95,-13650.38;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1247;pos:626.0408,95,-13548.96;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1248;pos:524.6175,95,-13462.34;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1249;pos:410.8919,95,-13392.64;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1250;pos:287.6645,95,-13341.6;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1251;pos:157.9693,95,-13310.46;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1252;pos:25,95,-13300;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1253;pos:814.5351,95,-14146.73;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1254;pos:814.5351,95,-14276.42;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1255;pos:814.5351,95,-14406.12;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1256;pos:814.5351,95,-14535.81;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1257;pos:814.5351,95,-14665.51;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1258;pos:814.5351,95,-14795.2;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1259;pos:814.5351,95,-14017.03;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1260;pos:783.398,95,-13887.34;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1261;pos:732.3555,95,-13764.11;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1262;pos:662.6644,95,-13650.38;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1263;pos:576.0408,95,-13548.96;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1264;pos:474.6175,95,-13462.34;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1265;pos:360.8919,95,-13392.64;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1266;pos:237.6644,95,-13341.6;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1267;pos:107.9693,95,-13310.46;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1268;pos:-25,95,-13300;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1269;pos:-839.5351,95,-14121.73;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1270;pos:-839.5351,95,-14251.42;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1271;pos:-839.5351,95,-14381.12;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1272;pos:-839.5351,95,-14510.81;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1273;pos:-839.5351,95,-14640.51;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1274;pos:-839.5351,95,-14770.2;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1275;pos:-839.5351,95,-13992.03;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1276;pos:-808.398,95,-13862.34;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1277;pos:-757.3555,95,-13739.11;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1278;pos:-687.6644,95,-13625.38;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1279;pos:-601.0408,95,-13523.96;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1280;pos:-499.6175,95,-13437.34;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1281;pos:-385.8919,95,-13367.64;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1282;pos:-262.6645,95,-13316.6;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1283;pos:-132.9693,95,-13285.46;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1284;pos:-839.5351,95,-14171.73;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1285;pos:-839.5351,95,-14301.42;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1286;pos:-839.5351,95,-14431.12;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1287;pos:-839.5351,95,-14560.81;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1288;pos:-839.5351,95,-14690.51;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1289;pos:-839.5351,95,-14820.2;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1290;pos:-839.5351,95,-14042.03;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1291;pos:-808.398,95,-13912.34;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1292;pos:-757.3555,95,-13789.11;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1293;pos:-687.6644,95,-13675.38;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1294;pos:-601.0408,95,-13573.96;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1295;pos:-499.6175,95,-13487.34;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1296;pos:-385.8919,95,-13417.64;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1297;pos:-262.6645,95,-13366.6;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1298;pos:-132.9693,95,-13335.46;m:cuboid;scl:5,0.1,0.1;clr:0,0,0,255;l:0;;
i:cuboid_1299;pos:-864.5351,95,-14146.73;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1300;pos:-864.5351,95,-14276.42;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1301;pos:-864.5351,95,-14406.12;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1302;pos:-864.5351,95,-14535.81;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1303;pos:-864.5351,95,-14665.51;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1304;pos:-864.5351,95,-14795.2;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1305;pos:-864.5351,95,-14017.03;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1306;pos:-833.398,95,-13887.34;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1307;pos:-782.3555,95,-13764.11;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1308;pos:-712.6644,95,-13650.38;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1309;pos:-626.0408,95,-13548.96;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1310;pos:-524.6175,95,-13462.34;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1311;pos:-410.8919,95,-13392.64;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1312;pos:-287.6645,95,-13341.6;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1313;pos:-157.9693,95,-13310.46;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1314;pos:-814.5351,95,-14146.73;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1315;pos:-814.5351,95,-14276.42;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1316;pos:-814.5351,95,-14406.12;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1317;pos:-814.5351,95,-14535.81;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1318;pos:-814.5351,95,-14665.51;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1319;pos:-814.5351,95,-14795.2;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1320;pos:-814.5351,95,-14017.03;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1321;pos:-783.398,95,-13887.34;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1322;pos:-732.3555,95,-13764.11;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1323;pos:-662.6644,95,-13650.38;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1324;pos:-576.0408,95,-13548.96;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1325;pos:-474.6175,95,-13462.34;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1326;pos:-360.8919,95,-13392.64;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1327;pos:-237.6644,95,-13341.6;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1328;pos:-107.9693,95,-13310.46;m:cuboid;scl:0.1,0.1,5;clr:0,0,0,255;l:0;;
i:cuboid_1329;pos:0.5121191,45.34476,-14977.58;rot:0,179.025,0;m:cuboid;scl:5,1,10;t:stone2;til:1,2;;
i:cuboid_1330;pos:164.5,222,-15020.12;m:cuboid;scl:0.1,0.25,1;t:empty;clr:0,0,0,255;;
i:torus_1331;pos:-183.5,52.1,-16162;m:torus;scl:0.15,0.8,0.15;t:wood2;clr:165,165,165,255;;
i:boulder1_1336;pos:161.7534,221.7731,-15024.05;rot:359.3538,357.8031,354.6328;m:boulder1;scl:0.5,0.5,0.1;;
i:boulder1_1337;pos:164.4339,226.1733,-15024.01;rot:357.2372,2.006945,262.5323;m:boulder1;scl:0.5,0.5,0.1;;
i:boulder1_1338;pos:167.0732,221.9084,-15024.13;rot:1.492792,5.172491,173.4159;m:boulder1;scl:0.5,0.5,0.1;;
i:boulder1_1339;pos:164.8758,220.1087,-15024.11;rot:0,5.420472,0;m:boulder1;scl:0.1,0.1,0.1;;
i:boulder1_1340;pos:164.1372,223.589,-15024.08;rot:0,49.82048,0;m:boulder1;scl:0.1,0.1,0.1;;
i:sphere_1341;pos:164.3638,222.4866,-15025.13;m:sphere;scl:0.015,0.01,0.001;t:empty;clr:255,255,255,255;;
i:sphere_1342;pos:164.3638,222.4866,-15025.13;m:sphere;scl:0.0075,0.0075,0.01;t:empty;clr:0,0,0,255;;
i:boulder1_1343;pos:9090.677,54.6374,-7731.493;rot:0,87.71285,0;m:boulder1;scl:30,0.5,20;t:grass2;til:120,80;clr:191,191,191,255;;
i:boulder1_1344;pos:11281.19,50.21833,-5687.966;rot:0,159.4354,0;m:boulder1;scl:30,0.5,20;t:grass2;til:120,80;clr:191,191,191,255;;
i:boulder1_1345;pos:11707.45,48.9542,-5571.03;rot:0,235.4201,0;m:boulder1;scl:20,0.5,30;t:grass2;til:80,120;clr:191,191,191,255;;
i:boulder1_1346;pos:12001.06,49.58546,-5640.024;rot:0,196.9375,0;m:boulder1;scl:20,0.5,30;t:grass2;til:80,120;clr:191,191,191,255;;
i:boulder1_1347;pos:9477.132,21.39218,-7006.189;rot:0,266.7901,0;m:boulder1;scl:20,4,20;t:grass2;til:80,80;clr:114,114,114,255;;
i:boulder1_1348;pos:10077.37,12.83365,-5974.928;rot:0,46.4224,0;m:boulder1;scl:10,4,20;t:grass2;til:40,80;clr:114,114,114,255;;
i:boulder1_1349;pos:10391.01,23.31613,-5902.207;rot:0,89.06752,0;m:boulder1;scl:10,4,30;t:grass2;til:40,120;clr:114,114,114,255;;
i:boulder1_1350;pos:9906.145,22.44103,-6121.167;rot:0,222.66,0;m:boulder1;scl:10,4,30;t:grass2;til:40,120;clr:114,114,114,255;;
i:boulder1_1351;pos:10944.42,34.29434,-5823.63;rot:0,82.85014,0;m:boulder1;scl:10,4,30;t:grass2;til:40,120;clr:114,114,114,255;;
i:boulder1_1352;pos:9493.1,61.97462,-7982.002;rot:0,318.9427,0;m:boulder1;scl:30,4,30;t:grass2;til:120,120;clr:114,114,114,255;;
i:boulder1_1353;pos:9061.455,38.99914,-7122.511;rot:0,341.8995,0;m:boulder1;scl:20,4,20;t:grass2;til:80,80;clr:114,114,114,255;;
i:boulder1_1354;pos:11629,-109.1275,-6609.678;rot:0,273.7624,0;m:boulder1;scl:15,15,15;t:grass2;til:60,60;clr:114,114,114,255;;
i:boulder1_1355;pos:11756.7,5.354992,-6511.616;rot:0,21.00728,0;m:boulder1;scl:15,5,15;t:grass2;til:60,60;clr:114,114,114,255;;
i:boulder1_1356;pos:11597.03,7.680269,-6453.568;rot:0,288.2491,0;m:boulder1;scl:15,5,15;t:grass2;til:60,60;clr:114,114,114,255;;
i:boulder1_1357;pos:10882.58,2.871576,-7034.434;rot:0,244.2285,0;m:boulder1;scl:15,5,15;t:grass2;til:60,60;clr:114,114,114,255;;
i:boulder1_1358;pos:11437.47,18.40425,-6564.652;rot:0,50.0204,0;m:boulder1;scl:15,5,15;t:grass2;til:60,60;clr:114,114,114,255;;
i:boulder1_1359;pos:10886.12,-1.474351,-7308.217;rot:0,162.9686,0;m:boulder1;scl:15,5,15;t:grass2;til:60,60;clr:114,114,114,255;;
i:boulder1_1360;pos:11378.44,0.6891271,-6744.7;rot:0,112.9635,0;m:boulder1;scl:24,5,24;t:grass2;til:96,96;clr:114,114,114,255;;
i:boulder1_1361;pos:11638.28,12.5874,-7454.762;rot:0,104.9613,0;m:boulder1;scl:24,5,24;t:grass2;til:96,96;clr:114,114,114,255;;
i:boulder1_1362;pos:11840.42,7.855029,-7289.723;rot:0,138.2052,0;m:boulder1;scl:24,5,24;t:grass2;til:96,96;clr:114,114,114,255;;
i:boulder1_1363;pos:12128.49,7.570909,-6871.514;rot:0,56.70401,0;m:boulder1;scl:24,5,24;t:grass2;til:96,96;clr:114,114,114,255;;
i:boulder1_1364;pos:11174.36,0.067384,-7227.638;rot:0,268.696,0;m:boulder1;scl:24,5,24;t:grass2;til:96,96;clr:114,114,114,255;;
i:boulder1_1365;pos:11570.35,7.004087,-7254.093;rot:0,152.9394,0;m:boulder1;scl:24,5,24;t:grass2;til:96,96;clr:114,114,114,255;;
i:boulder1_1366;pos:11378.18,10.95557,-7584.543;rot:0,171.9376,0;m:boulder1;scl:24,5,24;t:grass2;til:96,96;clr:114,114,114,255;;
i:cylinder_1367;pos:11003.19,44.58868,-7156.684;rot:0,78.36795,0;m:cylinder;scl:100,1,100;t:grass2;til:200,200;clr:114,114,114,255;;
i:cylinder_1368;pos:11785.61,44.50393,-7009.74;rot:0,299.3575,0;m:cylinder;scl:100,1,100;t:grass2;til:200,200;clr:114,114,114,255;;
i:cylinder_1369;pos:9628.59,46.98277,-7834.107;rot:0,259.3923,0;m:cylinder;scl:100,1,100;t:grass2;til:200,200;clr:114,114,114,255;;
i:cylinder_1370;pos:10974.01,44.58208,-6309.007;rot:0,96.07559,0;m:cylinder;scl:100,1,100;t:grass2;til:200,200;clr:114,114,114,255;;
i:cylinder_1371;pos:10269.24,44.57056,-7509.695;rot:0,264.4304,0;m:cylinder;scl:100,1,100;t:grass2;til:200,200;clr:114,114,114,255;;
i:cylinder_1372;pos:10232.1,44.42528,-6697.693;rot:0,304.1713,0;m:cylinder;scl:100,1,100;t:grass2;til:200,200;clr:114,114,114,255;;
i:cylinder_1373;pos:9427.652,44.51283,-7102.138;rot:0,291.1367,0;m:cylinder;scl:100,1,100;t:grass2;til:200,200;clr:114,114,114,255;;
i:cylinder_1374;pos:11749.32,44.53875,-6090.056;rot:0,131.9755,0;m:cylinder;scl:100,1,100;t:grass2;til:200,200;clr:114,114,114,255;;
i:cylinder_1375;pos:10383.32,44.50117,-6369.897;rot:0,163.447,0;m:cylinder;scl:100,1,100;t:grass2;til:200,200;clr:114,114,114,255;;
i:cylinder_1376;pos:9794.016,44.51144,-6680.096;rot:0,152.438,0;m:cylinder;scl:100,1,100;t:grass2;til:200,200;clr:114,114,114,255;;
i:tree2_1377;pos:10773.84,154.3144,-7034.478;rot:0,345.9776,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1378;pos:11742.27,155.2098,-6778.959;rot:0,25.28151,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1379;pos:12089.23,156.1903,-6466.118;rot:0,180.9798,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1380;pos:12013.75,155.6322,-6602.906;rot:0,88.78531,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1381;pos:11577.58,155.5837,-7078.192;rot:0,345.0128,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1382;pos:10912.89,156.4172,-7213.853;rot:0,359.2494,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1383;pos:11860.52,122.2586,-6866.176;rot:0,21.13687,0;m:tree2;;
i:tree2_1384;pos:11692.46,119.4217,-7032.735;rot:0,182.6848,0;m:tree2;;
i:tree2_1385;pos:11467.26,116.663,-6982.163;rot:0,74.38126,0;m:tree2;;
i:leaf1_1386;pos:10854.85,292.8212,-7138.496;rot:357,263.8892,180;m:leaf1;scl:15,15,15;;
i:leaf1_1387;pos:11240.35,301.1951,-7044.836;rot:357.6,258.3775,180.0001;m:leaf1;scl:15,15,15;;
i:leaf1_1388;pos:11395.65,306.1634,-7027.836;rot:357.6,254.3715,180;m:leaf1;scl:15,15,15;;
i:leaf1_1389;pos:11548.33,289.324,-6959.44;rot:6.399991,247.8643,180;m:leaf1;scl:15,15,15;;
i:leaf1_1390;pos:11630.61,270.1381,-6931.418;rot:351,242.11,180;m:leaf1;scl:15,15,15;;
i:leaf1_1391;pos:11807.56,302.0556,-6710.116;rot:8.600156,210.6097,180;m:leaf1;scl:15,15,15;;
i:tree2_1392;pos:11344.66,115.9453,-7197.321;rot:0,187.3134,0;m:tree2;;
i:tree2_1393;pos:11000.33,121.7128,-6987.375;rot:0,76.83937,0;m:tree2;;
i:tree2_1394;pos:11194,106.293,-7330.038;rot:0,67.13362,0;m:tree2;;
i:tree3_1396;pos:11787.41,99.53619,-7274.715;rot:0,314.0085,0;m:tree3;;
i:tree3_1397;pos:11972.74,127.7784,-7010.823;rot:0,358.249,0;m:tree3;;
i:tree2_1398;pos:12253.46,155.615,-6684.275;rot:0,1.443673,0;m:tree2;scl:1.5,1.5,1.5;;
