i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_1;pos:-7.494504,49.88862,4.807927;rot:0,180,0;m:cuboid;scl:135,10,135;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2;pos:-7.628267,139.7679,4.740594;rot:0,180,0;m:cuboid;scl:135,10,135;t:stone8;;
i:spawnhuman_3;pos:-10.00364,484.882,-9.938233;rot:0,180,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:spawnhuman_4;pos:-10.00503,484.0516,-9.949316;rot:0,180,0;m:spawnhuman;l:26;c:spawner, f:2, t:1;;
i:house5_1366;pos:-1203.943,316.058,909.8101;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1367;pos:-1165.681,316.058,909.7897;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1368;pos:-1127.872,316.058,909.7472;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1369;pos:-1090.146,316.058,909.7097;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1370;pos:-1052.288,316.058,909.7087;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1371;pos:-1014.424,316.058,909.6705;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1372;pos:-976.5895,316.058,909.6293;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1373;pos:-876.2189,316.058,909.6307;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1374;pos:-838.3276,316.058,909.5912;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1375;pos:-800.7245,316.058,909.5913;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1376;pos:-725.8129,316.058,909.5497;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1377;pos:-688.471,316.058,909.551;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1378;pos:-651.0205,316.058,909.4713;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1379;pos:-561.7606,316.058,909.4719;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1380;pos:-524.5826,316.058,909.4727;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1381;pos:-487.0692,316.058,909.3922;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1382;pos:-420.3637,316.058,909.392;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1383;pos:-382.9166,316.058,909.3557;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1384;pos:-345.4479,316.058,909.3167;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1385;pos:-260.0268,316.058,909.2382;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1386;pos:-222.6018,316.058,909.2388;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1387;pos:-184.9614,316.058,909.1616;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1388;pos:-115.3205,316.058,909.1248;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1389;pos:-78.07415,316.058,909.0879;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1390;pos:-40.68848,316.058,909.0099;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1391;pos:44.23957,316.058,907.7743;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1392;pos:81.78594,316.058,907.7701;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1393;pos:119.4078,316.058,907.7324;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1394;pos:186.0069,316.058,906.9365;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1395;pos:223.1918,316.058,906.8213;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1396;pos:260.8208,316.058,906.7425;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1397;pos:348.7776,316.058,906.6653;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1398;pos:386.2594,316.058,906.4703;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1399;pos:423.6764,316.058,906.3124;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1400;pos:487.2608,316.058,903.319;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1401;pos:524.5991,316.058,903.2385;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1402;pos:562.184,316.058,903.1614;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1403;pos:654.7394,316.058,903.043;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1404;pos:692.2969,316.058,902.9684;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1405;pos:729.6407,316.058,902.8517;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1406;pos:814.5982,316.058,902.6932;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1407;pos:852.0336,316.058,902.5809;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1408;pos:889.2924,316.058,902.5808;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1409;pos:980.8152,316.058,902.5033;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1410;pos:1018.292,316.058,902.4277;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1411;pos:1055.532,316.058,902.3885;rot:0,269.9976,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1412;pos:1133.927,316.058,902.1923;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1413;pos:1171.583,316.058,902.157;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1414;pos:1209.14,316.058,902.0784;rot:0,269.9977,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1415;pos:-1199.297,315.935,1234.233;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1416;pos:-1161.778,315.935,1234.139;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1417;pos:-1124.954,315.935,1233.981;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1418;pos:-1087.973,315.935,1233.818;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1419;pos:-1054.297,315.935,1233.698;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1420;pos:-1017.028,316.0012,1233.637;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1421;pos:-979.4937,316.0012,1233.634;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1422;pos:-881.4248,316.0012,1233.595;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1423;pos:-843.9504,316.0012,1233.595;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1424;pos:-806.5748,316.0012,1233.559;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1425;pos:-729.0104,316.0012,1233.516;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1426;pos:-691.7964,316.0012,1233.476;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1427;pos:-654.4778,316.0012,1233.437;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1428;pos:-559.8118,316.0012,1233.398;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1429;pos:-522.243,316.0012,1233.318;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1430;pos:-484.5779,316.0012,1233.237;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1431;pos:-422.2139,316.0012,1232.757;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1432;pos:-384.6867,316.0012,1232.638;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1433;pos:-347.2052,316.0012,1232.561;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1434;pos:-259.2926,316.0012,1232.121;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1435;pos:-221.944,316.0012,1231.956;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1436;pos:-184.3279,316.0012,1231.917;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1437;pos:-118.9106,316.0012,1231.514;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1438;pos:-81.44575,316.0012,1231.437;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1439;pos:-44.2948,316.0012,1231.238;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1440;pos:44.71877,316.0012,1230.875;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1441;pos:82.31178,316.0012,1230.797;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1442;pos:119.9327,316.0012,1230.756;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1443;pos:185.3559,316.0012,1229.635;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1444;pos:222.6614,316.0012,1229.518;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1445;pos:260.1029,316.0012,1229.441;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1446;pos:348.5447,316.0012,1228.881;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1447;pos:386.0119,316.0012,1228.682;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1448;pos:423.5032,316.0012,1228.6;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1449;pos:489.6241,316.0012,1227.323;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1450;pos:527.17,316.0012,1227.201;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1451;pos:564.4624,316.0012,1227.003;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1452;pos:653.8247,316.0012,1226.482;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1453;pos:691.4061,316.0012,1226.404;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1454;pos:728.9048,316.0012,1226.319;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1455;pos:812.6007,316.0012,1225.723;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1456;pos:850.1722,316.0012,1225.558;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1457;pos:887.6245,316.0012,1225.519;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1458;pos:975.5474,316.0012,1224.799;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1459;pos:1013.053,316.0012,1224.8;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1460;pos:1050.059,316.0012,1224.76;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1461;pos:1138.391,316.0012,1224.239;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1462;pos:1175.878,316.0012,1224.158;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:house5_1463;pos:1213.286,316.0012,1224;rot:0,269.9969,0;m:house5;scl:0.5,0.5,0.5;clr:107,107,107,255;;
i:cuboid_1464;pos:-455.0012,302.9378,1094.508;rot:0,180,0;m:cuboid;scl:29,1,31.5;t:grass1;clr:107,107,107,255;;
i:cuboid_1465;pos:151.0127,302.8163,1090.801;rot:0,180,0;m:cuboid;scl:29,1,31.5;t:grass1;clr:107,107,107,255;;
i:cuboid_1466;pos:453.7902,302.897,1089.909;rot:0,180,0;m:cuboid;scl:29,1,31.5;t:grass1;clr:107,107,107,255;;
i:cuboid_1467;pos:454.298,302.7872,765.3505;rot:0,180,0;m:cuboid;scl:29,1,31.5;t:grass1;clr:107,107,107,255;;
i:cuboid_1468;pos:150.4794,302.8937,766.9426;rot:0,180,0;m:cuboid;scl:29,1,31.5;t:grass1;clr:107,107,107,255;;
i:cuboid_1469;pos:-152.4154,302.9209,768.0526;rot:0,180,0;m:cuboid;scl:29,1,31.5;t:grass1;clr:107,107,107,255;;
i:cuboid_1470;pos:-455.8334,302.8603,767.7857;rot:0,180,0;m:cuboid;scl:29,1,31.5;t:grass1;clr:107,107,107,255;;
i:cuboid_1471;pos:457.6212,302.9571,-1100.482;rot:0,180,0;m:cuboid;scl:30,1,32;t:grass1;clr:107,107,107,255;;
i:cuboid_1472;pos:153.3383,302.9392,-769.8922;rot:0,180,0;m:cuboid;scl:30,1,32;t:grass1;clr:107,107,107,255;;
i:cuboid_1473;pos:153.7094,302.9431,-1100.478;rot:0,180,0;m:cuboid;scl:30,1,32;t:grass1;clr:107,107,107,255;;
i:cuboid_1474;pos:-152.9916,302.8506,-767.3555;rot:0,180,0;m:cuboid;scl:29.5,1,32;t:grass1;clr:107,107,107,255;;
i:cuboid_1475;pos:-152.6714,302.9315,-1097.972;rot:0,180,0;m:cuboid;scl:29.5,1,32;t:grass1;clr:107,107,107,255;;
i:cuboid_1476;pos:-454.4513,302.7904,-767.7423;rot:0,180,0;m:cuboid;scl:29.5,1,32;t:grass1;clr:107,107,107,255;;
i:cuboid_1477;pos:-456.6826,302.9467,-1097.47;rot:0,180,0;m:cuboid;scl:29.5,1,32;t:grass1;clr:107,107,107,255;;
i:cuboid_1478;pos:769.3625,302.921,764.7341;rot:0,180,0;m:cuboid;scl:31.3,1,31.6;t:grass1;clr:107,107,107,255;;
i:cuboid_1479;pos:1093.772,302.9239,761.9258;rot:0,180,0;m:cuboid;scl:31.3,1,31.6;t:grass1;clr:107,107,107,255;;
i:cuboid_1480;pos:1093.515,302.9239,1091.916;rot:0,180,0;m:cuboid;scl:31.3,1,31.6;t:grass1;clr:107,107,107,255;;
i:cuboid_1481;pos:1093.165,302.869,158.831;rot:0,180,0;m:cuboid;scl:31.3,1,30.5;t:grass1;clr:107,107,107,255;;
i:cuboid_1482;pos:1093.825,302.9997,-160.6301;rot:0,180,0;m:cuboid;scl:31.3,1,30.5;t:grass1;clr:107,107,107,255;;
i:cuboid_1483;pos:1093.719,302.949,-454.8745;rot:0,180,0;m:cuboid;scl:31.3,1,30.5;t:grass1;clr:107,107,107,255;;
i:cuboid_1484;pos:768.8264,302.8862,451.4393;rot:0,180,0;m:cuboid;scl:31.3,1,30.5;t:grass1;clr:107,107,107,255;;
i:cuboid_1485;pos:769.8826,302.949,156.1143;rot:0,180,0;m:cuboid;scl:31.3,1,30.5;t:grass1;clr:107,107,107,255;;
i:cuboid_1486;pos:769.7916,302.9174,-157.752;rot:0,180,0;m:cuboid;scl:31.3,1,30.5;t:grass1;clr:107,107,107,255;;
i:cuboid_1487;pos:769.8177,302.9504,-454.1576;rot:0,180,0;m:cuboid;scl:31.3,1,30.5;t:grass1;clr:107,107,107,255;;
i:cuboid_1488;pos:1093.471,302.8987,-766.1997;rot:0,180,0;m:cuboid;scl:31.3,1,33;t:grass1;clr:107,107,107,255;;
i:cuboid_1489;pos:770.8194,302.977,-766.4708;rot:0,180,0;m:cuboid;scl:31.1,1,33;t:grass1;clr:107,107,107,255;;
i:cuboid_1490;pos:1092.875,302.9162,-1106.954;rot:0,180,0;m:cuboid;scl:31.1,1,33;t:grass1;clr:107,107,107,255;;
i:cuboid_1491;pos:770.3341,302.9625,-1104.298;rot:0,180,0;m:cuboid;scl:31.1,1,32.5;t:grass1;clr:107,107,107,255;;
i:cuboid_1492;pos:-769.0282,302.8634,765.3756;rot:0,180,0;m:cuboid;scl:31.1,1,32.2;t:grass1;clr:107,107,107,255;;
i:cuboid_1493;pos:-1094.61,302.8961,1097.636;rot:0,180,0;m:cuboid;scl:31.1,1,32.2;t:grass1;clr:107,107,107,255;;
i:cuboid_1494;pos:-1094.341,302.8873,766.7998;rot:0,180,0;m:cuboid;scl:31.1,1,32.2;t:grass1;clr:107,107,107,255;;
i:cuboid_1495;pos:-1093.958,302.9187,-1096.225;rot:0,180,0;m:cuboid;scl:31.1,1,32.2;t:grass1;clr:107,107,107,255;;
i:cuboid_1496;pos:-768.9665,302.9637,-1097.506;rot:0,180,0;m:cuboid;scl:31.1,1,32.2;t:grass1;clr:107,107,107,255;;
i:cuboid_1497;pos:-769.4227,302.9205,454.5968;rot:0,180,0;m:cuboid;scl:31,1,30;t:grass1;clr:107,107,107,255;;
i:cuboid_1498;pos:-769.6719,302.8744,153.3419;rot:0,180,0;m:cuboid;scl:31.2,1,30;t:grass1;clr:107,107,107,255;;
i:cuboid_1499;pos:-769.7501,302.9233,-155.1664;rot:0,180,0;m:cuboid;scl:31.2,1,30;t:grass1;clr:107,107,107,255;;
i:cuboid_1500;pos:-769.3965,302.9169,-456.1737;rot:0,180,0;m:cuboid;scl:31.2,1,30;t:grass1;clr:107,107,107,255;;
i:cuboid_1501;pos:-1094.494,302.9689,456.1004;rot:0,180,0;m:cuboid;scl:31.2,1,30;t:grass1;clr:107,107,107,255;;
i:cuboid_1502;pos:-1094.358,302.99,154.3677;rot:0,180,0;m:cuboid;scl:31.2,1,30;t:grass1;clr:107,107,107,255;;
i:cuboid_1503;pos:-1094.276,302.9241,-156.8083;rot:0,180,0;m:cuboid;scl:31.2,1,30;t:grass1;clr:107,107,107,255;;
i:cuboid_1504;pos:-1094.261,302.7971,-454.4825;rot:0,180,0;m:cuboid;scl:31.2,1,30;t:grass1;clr:107,107,107,255;;
i:cuboid_1505;pos:600.1005,302.952,0.1503692;rot:0,180,0;m:cuboid;scl:1,1,120;t:grass1;clr:107,107,107,255;;
i:cuboid_1506;pos:0.6336659,281.7725,-2528.018;rot:0,180,0;m:cuboid;scl:500,1,500;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1507;pos:2587.641,283.7849,-27.14705;rot:0,89.99935,0;m:cuboid;scl:500,1,500;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1508;pos:-8.199982,282.1015,2471.979;rot:0,-0.001519947,0;m:cuboid;scl:500,1,500;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_1509;pos:-2610.969,281.7343,-43.18424;rot:0,269.744,0;m:cuboid;scl:500,1,500;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_1510;pos:-31.40755,320.0911,-1310.459;rot:89.98022,269.9982,0;m:prism;scl:7,270,3;t:grass1;clr:107,107,107,255;;
i:tube_1511;pos:-0.988049,306.0562,929.2159;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1512;pos:-1.129612,306.0154,1252.49;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1513;pos:-0.7704837,306.128,-934.405;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1514;pos:-0.9948978,306.2078,-1258.982;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1515;pos:-304.1891,306.1191,-933.2105;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:cuboid_1516;pos:-304.1661,303.0497,-1257.395;rot:0,-0.002964559,0;m:cuboid;scl:1.6,1,1.6;t:stone3;til:3,3;;
i:tube_1517;pos:-304.5492,306.0998,930.9073;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:cuboid_1518;pos:-304.485,302.9919,1255.58;rot:0,-0.002964559,0;m:cuboid;scl:1.6,1,1.6;t:stone3;til:3,3;;
i:cuboid_1519;pos:301.9525,303.0136,1252.523;rot:0,-0.002964559,0;m:cuboid;scl:1.6,1,1.6;t:stone3;til:3,3;;
i:tube_1520;pos:301.0841,306.0907,928.6165;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1521;pos:302.6046,306.1663,-935.1614;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:cuboid_1522;pos:302.0961,303.05,-1259.721;rot:0,-0.002964559,0;m:cuboid;scl:1.6,1,1.6;t:stone3;til:3,3;;
i:tube_1523;pos:610.1736,306.089,-936.2292;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:cuboid_1524;pos:611.4734,303.0542,-1260.609;rot:0,-0.002964559,0;m:cuboid;scl:1.6,1,1.6;t:stone3;til:3,3;;
i:tube_1525;pos:605.2263,306.1008,927.4417;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:cuboid_1526;pos:605.9606,302.9433,1251.017;rot:0,-0.002964559,0;m:cuboid;scl:1.6,1,1.6;t:stone3;til:3,3;;
i:house10_1527;pos:-823.2237,318.6559,-1245.168;rot:0,269.9943,0;m:house10;scl:2.2,0.5,1;;
i:tube_1528;pos:-607.1785,306.1935,932.1627;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1529;pos:-607.8981,306.1941,-931.1593;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:cuboid_1530;pos:-607.0642,302.9538,1256.876;rot:0,-0.002964559,0;m:cuboid;scl:1.6,1,1.6;t:stone3;til:3,3;;
i:tube_1531;pos:-932.2629,306.1055,1257.725;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1532;pos:-931.8232,306.0366,932.1838;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1533;pos:-931.8232,306.1569,607.9869;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1534;pos:-932.103,306.1968,304.1852;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1535;pos:-932.5177,306.1168,-0.5916982;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1536;pos:-931.958,306.1968,-302.9212;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1537;pos:-932.1579,306.1622,-606.3261;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1538;pos:-932.034,306.1374,-931.3755;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1539;pos:-932.034,306.1761,-1255.255;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:cuboid_1540;pos:-1256.339,302.9321,1256.209;rot:0,-0.002964559,0;m:cuboid;scl:1.6,1,1.6;t:stone3;til:3,3;;
i:tube_1541;pos:-1257.034,306.0996,932.4417;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:cuboid_1542;pos:-1256.313,303.0401,606.9839;rot:0,-0.002964559,0;m:cuboid;scl:1.6,1,1.6;t:stone3;til:3,3;;
i:cuboid_1543;pos:-1256.094,303.0803,302.8119;rot:0,-0.002964559,0;m:cuboid;scl:1.6,1,1.6;t:stone3;til:3,3;;
i:tube_1544;pos:-1257.189,306.1343,-0.7466263;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:cuboid_1545;pos:-1256.469,303.0396,-304.3385;rot:0,-0.002964559,0;m:cuboid;scl:1.6,1,1.6;t:stone3;til:3,3;;
i:cuboid_1546;pos:-1256.51,303.0002,-606.3221;rot:0,-0.002964559,0;m:cuboid;scl:1.6,1,1.6;t:stone3;til:3,3;;
i:tube_1547;pos:-1256.749,306.179,-931.1691;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:cuboid_1548;pos:-1256.224,303.0095,-1256.28;rot:0,-0.002964559,0;m:cuboid;scl:1.6,1,1.6;t:stone3;til:3,3;;
i:tube_1549;pos:931.0407,306.1508,1250.364;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1550;pos:931.0407,306.1738,926.9376;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1551;pos:931.0407,306.0943,605.8892;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1552;pos:931.0407,306.0943,300.5023;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
i:tube_1553;pos:930.481,306.1339,-0.9583544;rot:0,180,0;m:tube;scl:0.25,0.5,0.25;t:stone3;til:3,3;;
