i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cone_1;pos:-57.37149,-806.7556,-149.0134;rot:1.239974,206.4332,180;m:cone;scl:1,0.4,1;t:metal1;til:5,5;;
i:cuboid_2;pos:-2000,800,-6000;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_3;pos:-6000,1400,-8000;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_4;pos:-8000,3000,400;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_5;pos:6000,2000,6000;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_6;pos:8000,-800,0;rot:0,180,337.3801;m:cuboid;scl:160,0,160;mat:transparent;clr:255,255,255,200;;
i:cuboid_7;pos:-1530.734,-800,-3695.518;rot:0,22.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_8;pos:-1530.734,-800,3695.518;rot:0,157.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_9;pos:-2828.427,-800,-2828.427;rot:0,45,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_10;pos:-2828.427,-800,2828.427;rot:0,135,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_11;pos:-3695.518,-800,-1530.734;rot:0,67.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_12;pos:-3695.518,-800,1530.734;rot:0,112.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_13;pos:-4000,-800,0;rot:0,90,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_14;pos:0,-800,-4000;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_15;pos:0,-800,4000;rot:0,180,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_16;pos:1530.734,-800,-3695.518;rot:0,337.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_17;pos:1530.734,-800,3695.518;rot:0,202.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_18;pos:2828.427,-800,-2828.427;rot:0,315,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_19;pos:2828.427,-800,2828.427;rot:0,225,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_20;pos:3695.518,-800,-1530.734;rot:0,292.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_21;pos:3695.518,-800,1530.734;rot:0,247.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_22;pos:4000,-800,0;rot:0,270,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_1052;pos:0,-800,-100;rot:0,0,56.25005;m:cuboid;scl:1.640868,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1053;pos:0,-800,-100;rot:0,0,78.75001;m:cuboid;scl:1.640868,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1054;pos:0,-800,-100;rot:0,0,348.75;m:cuboid;scl:1.640868,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1055;pos:0,-800,-100;rot:0,0,326.2499;m:cuboid;scl:1.640868,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1056;pos:0,-800,-100;rot:0,0,303.7499;m:cuboid;scl:1.640868,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1057;pos:0,-800,-100;rot:0,0,281.25;m:cuboid;scl:1.640868,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1058;pos:0,-800,100;rot:0,180,101.25;m:cuboid;scl:1.640868,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1059;pos:0,-800,100;rot:0,180,258.75;m:cuboid;scl:1.640868,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1060;pos:0,-800,100;rot:0,180,123.75;m:cuboid;scl:1.640868,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1061;pos:0,-800,100;rot:0,180,236.25;m:cuboid;scl:1.640868,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1062;pos:0,-800,100;rot:0,180,146.25;m:cuboid;scl:1.640868,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1063;pos:0,-800,100;rot:0,180,213.75;m:cuboid;scl:1.640868,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1064;pos:0,-800,100;rot:0,180,168.75;m:cuboid;scl:1.640868,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1065;pos:0,-800,100;rot:0,180,191.25;m:cuboid;scl:1.640868,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1066;pos:-108.0304,-961.6789,291.0144;rot:332.4877,159.6341,218.7857;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1067;pos:-161.6789,-691.9696,-291.0144;rot:17.97837,29.05521,60.94479;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1068;pos:-161.6789,-908.0304,291.0144;rot:342.0216,150.9448,240.9448;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1069;pos:-190.7133,-762.0648,-291.0144;rot:6.222262,33.23843,80.60891;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1070;pos:-190.7133,-837.9352,291.0144;rot:353.7777,146.7616,260.6089;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1071;pos:-37.93523,-609.2867,-291.0144;rot:33.01752,7.426963,13.45407;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1072;pos:-37.93523,-990.7133,291.0144;rot:326.9825,172.573,193.4541;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1073;pos:108.0304,-638.3211,291.0144;rot:27.51234,200.3659,218.7857;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1074;pos:108.0304,-961.6789,-291.0144;rot:332.4877,339.6341,38.78574;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1075;pos:161.6789,-691.9696,-291.0144;rot:17.97837,330.9448,299.0552;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1076;pos:161.6789,-691.9696,291.0144;rot:17.97837,209.0552,240.9448;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1077;pos:161.6789,-908.0304,-291.0144;rot:342.0216,330.9448,60.94479;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1078;pos:190.7133,-762.0648,-291.0144;rot:6.222262,326.7616,279.3911;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1079;pos:190.7133,-837.9352,-291.0144;rot:353.7777,326.7616,80.60891;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1080;pos:37.93523,-609.2867,-291.0144;rot:33.01752,352.573,346.5459;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1081;pos:37.93523,-609.2867,291.0144;rot:33.01752,187.427,193.4541;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1082;pos:37.93523,-990.7133,-291.0144;rot:326.9825,352.573,13.45407;m:cuboid;scl:10.23037,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1083;pos:-115.4849,-972.8354,138.8926;rot:316.2635,140.2575,230.2575;m:cuboid;scl:10.79766,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1084;pos:-172.8354,-915.4849,138.8926;rot:332.4877,128.7857,249.6341;m:cuboid;scl:10.79766,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1085;pos:-203.8733,-759.4471,-138.8926;rot:9.335303,55.73465,83.69389;m:cuboid;scl:10.79766,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1086;pos:-203.8733,-840.5529,-138.8926;rot:350.6647,55.73465,276.3061;m:cuboid;scl:10.79766,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1087;pos:-40.55292,-1003.873,-138.8926;rot:305.3638,16.27636,340.3011;m:cuboid;scl:10.79766,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1088;pos:-40.55292,-1003.873,138.8926;rot:305.3638,163.7236,199.699;m:cuboid;scl:10.79766,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1089;pos:115.4849,-972.8354,-138.8926;rot:316.2635,320.2575,50.25751;m:cuboid;scl:10.79766,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1090;pos:172.8354,-684.5151,-138.8926;rot:27.51234,308.7857,290.3659;m:cuboid;scl:10.79766,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1091;pos:172.8354,-915.4849,138.8926;rot:332.4877,231.2143,110.3659;m:cuboid;scl:10.79766,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1092;pos:203.8733,-759.4471,138.8926;rot:9.335304,235.7346,263.6939;m:cuboid;scl:10.79766,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1093;pos:203.8733,-840.5529,-138.8926;rot:350.6647,304.2654,83.69389;m:cuboid;scl:10.79766,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1094;pos:203.8733,-840.5529,138.8926;rot:350.6647,235.7346,96.30611;m:cuboid;scl:10.79766,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1095;pos:40.55292,-1003.873,-138.8926;rot:305.3638,343.7236,19.69896;m:cuboid;scl:10.79766,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1096;pos:40.55292,-596.1267,-138.8926;rot:54.63617,343.7236,340.3011;m:cuboid;scl:10.79766,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1097;pos:-117.8542,-623.6187,-212.132;rot:36.01079,29.0552,43.3786;m:cuboid;scl:10.8133,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1098;pos:-117.8542,-976.3813,212.132;rot:323.9892,150.9448,223.3786;m:cuboid;scl:10.8133,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1099;pos:-176.3813,-682.1458,-212.132;rot:23.1318,39.74254,64.71054;m:cuboid;scl:10.8133,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1100;pos:-176.3813,-917.8542,-212.132;rot:336.8682,39.74254,295.2895;m:cuboid;scl:10.8133,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1101;pos:-208.056,-841.3849,-212.132;rot:352.0708,44.44419,278.0063;m:cuboid;scl:10.8133,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1102;pos:-41.38491,-1008.056,212.132;rot:316.0906,168.9607,195.7116;m:cuboid;scl:10.8133,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1103;pos:-41.38491,-591.944,-212.132;rot:43.90941,11.03926,15.71156;m:cuboid;scl:10.8133,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1104;pos:117.8542,-623.6187,-212.132;rot:36.01079,330.9448,316.6214;m:cuboid;scl:10.8133,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1105;pos:117.8542,-623.6187,212.132;rot:36.01079,209.0552,223.3786;m:cuboid;scl:10.8133,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1106;pos:176.3813,-682.1458,212.132;rot:23.1318,219.7425,244.7105;m:cuboid;scl:10.8133,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1107;pos:176.3813,-917.8542,-212.132;rot:336.8682,320.2574,64.71054;m:cuboid;scl:10.8133,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1108;pos:208.056,-841.3849,-212.132;rot:352.0708,315.5558,81.99368;m:cuboid;scl:10.8133,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1109;pos:41.38491,-591.944,-212.132;rot:43.90941,348.9607,344.2885;m:cuboid;scl:10.8133,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1110;pos:-203.8733,-936.2238,-48.77258;rot:326.9825,76.54603,277.4269;m:cuboid;scl:12.47181,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1111;pos:-203.8733,-936.2238,48.77258;rot:326.9825,103.454,262.5731;m:cuboid;scl:12.47181,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1112;pos:-240.4849,-752.1646,-48.77258;rot:11.03108,78.53541,87.77776;m:cuboid;scl:12.47181,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1113;pos:-240.4849,-847.8354,-48.77258;rot:348.9689,78.53541,272.2222;m:cuboid;scl:12.47181,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1114;pos:136.2238,-1003.873,-48.77258;rot:305.3638,289.699,73.72364;m:cuboid;scl:12.47181,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1115;pos:136.2238,-596.1267,-48.77258;rot:54.63617,289.699,286.2764;m:cuboid;scl:12.47181,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1116;pos:203.8733,-663.7762,48.77258;rot:33.01746,256.546,262.5731;m:cuboid;scl:12.47181,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1117;pos:203.8733,-936.2238,-48.77258;rot:326.9825,283.454,82.57314;m:cuboid;scl:12.47181,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1118;pos:203.8733,-936.2238,48.77258;rot:326.9825,256.546,97.42687;m:cuboid;scl:12.47181,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1119;pos:47.83543,-1040.485,-48.77258;rot:285.8584,315.5558,45.5558;m:cuboid;scl:12.47181,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1120;pos:-58.5271,-1094.236,0;rot:281.25,90,270;m:cuboid;scl:12.57367,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1121;pos:166.6711,-550.5591,0;rot:56.25004,270,270;m:cuboid;scl:12.57367,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1122;pos:249.4409,-633.3289,0;rot:33.75002,270,270;m:cuboid;scl:12.57367,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1123;pos:294.2356,-741.4729,0;rot:11.24998,270,270;m:cuboid;scl:12.57367,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1124;pos:294.2356,-858.5271,0;rot:348.75,270,90;m:cuboid;scl:12.57367,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1125;pos:58.5271,-505.7644,0;rot:78.74999,270,270;m:cuboid;scl:12.57367,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1126;pos:-230.4533,-953.984,-114.805;rot:329.1175,63.51883,284.3433;m:cuboid;scl:12.59162,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1127;pos:-230.4533,-953.984,114.805;rot:329.1175,116.4812,255.6567;m:cuboid;scl:12.59162,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1128;pos:-271.8382,-745.928,-114.805;rot:10.38376,67.10428,85.64703;m:cuboid;scl:12.59162,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1129;pos:-271.8382,-854.072,-114.805;rot:349.6162,67.10428,274.353;m:cuboid;scl:12.59162,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1130;pos:-54.07199,-1071.838,-114.805;rot:295.0244,25.21983,332.5355;m:cuboid;scl:12.59162,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1131;pos:-54.07199,-1071.838,114.805;rot:295.0244,154.7802,207.4645;m:cuboid;scl:12.59162,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1132;pos:153.984,-1030.453,-114.805;rot:309.8095,306.7068,60.19914;m:cuboid;scl:12.59162,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1133;pos:153.984,-569.5467,-114.805;rot:50.19053,306.7068,299.8008;m:cuboid;scl:12.59162,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1134;pos:153.984,-569.5467,114.805;rot:50.19053,233.2932,240.1992;m:cuboid;scl:12.59162,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1135;pos:230.4533,-646.016,-114.805;rot:30.88255,296.4812,284.3433;m:cuboid;scl:12.59162,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1136;pos:230.4533,-646.016,114.805;rot:30.88255,243.5188,255.6567;m:cuboid;scl:12.59162,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1137;pos:230.4533,-953.984,-114.805;rot:329.1175,296.4812,75.65671;m:cuboid;scl:12.59162,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1138;pos:271.8382,-745.928,-114.805;rot:10.38376,292.8957,274.353;m:cuboid;scl:12.59162,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1139;pos:271.8382,-854.072,114.805;rot:349.6162,247.1043,94.35297;m:cuboid;scl:12.59162,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1140;pos:54.07199,-1071.838,-114.805;rot:295.0244,334.7802,27.46453;m:cuboid;scl:12.59162,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1141;pos:54.07199,-528.1617,114.805;rot:64.97559,205.2198,207.4645;m:cuboid;scl:12.59162,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1142;pos:-157.139,-1035.175,-282.8427;rot:323.9892,29.0552,316.6214;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1143;pos:-157.139,-1035.175,282.8427;rot:323.9892,150.9448,223.3786;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1144;pos:-157.139,-564.8249,-282.8427;rot:36.01079,29.0552,43.3786;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1145;pos:-157.139,-564.8249,282.8427;rot:36.01079,150.9448,136.6214;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1146;pos:-235.1751,-642.861,-282.8427;rot:23.1318,39.74254,64.71054;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1147;pos:-235.1751,-642.861,282.8427;rot:23.1318,140.2575,115.2895;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1148;pos:-235.1751,-957.139,-282.8427;rot:336.8682,39.74254,295.2895;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1149;pos:-235.1751,-957.139,282.8427;rot:336.8682,140.2575,244.7105;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1150;pos:-277.408,-744.8201,-282.8427;rot:7.929193,44.44419,81.99368;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1151;pos:-277.408,-744.8201,282.8427;rot:7.929193,135.5558,98.00632;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1152;pos:-277.408,-855.1799,-282.8427;rot:352.0708,44.44419,278.0063;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1153;pos:-277.408,-855.1799,282.8427;rot:352.0708,135.5558,261.9937;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1154;pos:-55.17987,-1077.408,-282.8427;rot:316.0906,11.03926,344.2885;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1155;pos:-55.17987,-1077.408,282.8427;rot:316.0906,168.9607,195.7116;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1156;pos:-55.17987,-522.592,-282.8427;rot:43.90941,11.03926,15.71156;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1157;pos:-55.17987,-522.592,282.8427;rot:43.90941,168.9607,164.2884;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1158;pos:157.139,-1035.175,-282.8427;rot:323.9892,330.9448,43.3786;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1159;pos:157.139,-1035.175,282.8427;rot:323.9892,209.0552,136.6214;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1160;pos:157.139,-564.8249,-282.8427;rot:36.01079,330.9448,316.6214;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1161;pos:157.139,-564.8249,282.8427;rot:36.01079,209.0552,223.3786;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1162;pos:235.1751,-642.861,-282.8427;rot:23.1318,320.2574,295.2895;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1163;pos:235.1751,-642.861,282.8427;rot:23.1318,219.7425,244.7105;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1164;pos:235.1751,-957.139,-282.8427;rot:336.8682,320.2574,64.71054;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1165;pos:235.1751,-957.139,282.8427;rot:336.8682,219.7425,115.2895;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1166;pos:277.408,-744.8201,-282.8427;rot:7.929193,315.5558,278.0063;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1167;pos:277.408,-744.8201,282.8427;rot:7.929193,224.4442,261.9937;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1168;pos:277.408,-855.1799,-282.8427;rot:352.0708,315.5558,81.99368;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1169;pos:277.408,-855.1799,282.8427;rot:352.0708,224.4442,98.00632;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1170;pos:55.17987,-1077.408,-282.8427;rot:316.0906,348.9607,15.71156;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1171;pos:55.17987,-1077.408,282.8427;rot:316.0906,191.0393,164.2884;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1172;pos:55.17987,-522.592,-282.8427;rot:43.90941,348.9607,344.2885;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1173;pos:55.17987,-522.592,282.8427;rot:43.90941,191.0393,195.7116;m:cuboid;scl:14.13532,16.50066,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1174;pos:-161.6789,-558.0304,-194.4496;rot:43.73648,39.7425,50.25751;m:cuboid;scl:14.71587,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1175;pos:-241.9696,-638.3211,-194.4496;rot:27.51234,51.21426,69.63409;m:cuboid;scl:14.71587,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
