i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:barrier_1;pos:-700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_2;pos:0,745.795,-700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_3;pos:0,745.795,700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_4;pos:700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_5;pos:-2.22,1253.08,17.87;m:cuboid;scl:160,10,160;mat:transparent;clr:0,234,255,82;l:23;;
i:tower2_1;pos:486.0919,-12.29923,245.3208;m:tower2;;
i:cuboid_3;pos:486.0919,44.70077,268.0708;m:cuboid;scl:1.53,9.4,1.53;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_4;pos:486.0919,92.80077,268.0708;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_5;pos:486.0919,106.5658,268.0708;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_6;pos:486.0919,119.9908,268.0708;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_7;pos:480.4219,106.4008,262.3958;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_8;pos:491.7619,106.4008,262.3958;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_9;pos:480.4219,106.4008,273.7498;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_10;pos:491.7619,106.4008,273.7498;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_11;pos:486.0919,93.76077,268.0708;m:cuboid;scl:1.511,0.1,1.511;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_12;pos:486.0919,106.5208,268.0708;m:cuboid;scl:1.516,0.303,1.516;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_13;pos:486.0919,119.0408,268.0708;m:cuboid;scl:1.516,0.1,1.516;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:pyramid_14;pos:486.0919,133.2708,268.0708;m:pyramid;scl:0.37,0.272,0.37;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_15;pos:486.0919,141.2008,268.0708;m:cuboid;scl:0.0715,1.222,0.0715;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1496;pos:-460.2387,118.7603,-102.0447;rot:29.59887,17.89688,303.1769;m:prism;scl:0.1167954,0.003,0.1139974;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1497;pos:-460.0065,118.331,-94.91757;rot:358.3401,180.8982,61.57451;m:prism;scl:0.1009396,0.003,1.751192;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1498;pos:-460.2486,118.7786,-94.10989;rot:1.65959,0.8980841,298.4255;m:prism;scl:0.1044031,0.003,1.811872;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1499;pos:-460.2398,118.7623,-86.76058;rot:28.01412,163.2728,57.38675;m:prism;scl:0.123235,0.003,0.1117352;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1500;pos:-460.2474,120.2347,-94.70315;rot:358.4189,179.0926,119.8586;m:prism;scl:0.1008338,0.003,1.811113;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1501;pos:-460.2385,120.2502,-102.0621;rot:332.8267,17.13012,235.9846;m:prism;scl:0.1183696,0.003,0.1094172;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1502;pos:-460.2376,120.2516,-86.76464;rot:331.3205,161.7077,124.5598;m:prism;scl:0.1122836,0.003,0.1115181;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1503;pos:-460.0028,120.6609,-93.89846;rot:1.580774,359.0927,240.1413;m:prism;scl:0.0974737,0.003,1.750134;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1504;pos:-452.5956,118.7786,-102.3594;rot:1.659985,270.8983,298.4255;m:prism;scl:0.1044029,0.003,1.811874;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1505;pos:-459.9449,118.7623,-102.3506;rot:28.01411,73.27284,57.38676;m:prism;scl:0.1232354,0.003,0.1117337;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1506;pos:-452.0024,120.2347,-102.3581;rot:358.419,89.0926,119.8588;m:prism;scl:0.1008343,0.003,1.811113;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1507;pos:-444.6435,120.2502,-102.3492;rot:332.8264,287.1304,235.9843;m:prism;scl:0.1183705,0.003,0.1094169;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1508;pos:-459.9409,120.2516,-102.3484;rot:331.3203,71.70741,124.56;m:prism;scl:0.1122831,0.003,0.111517;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1509;pos:-452.8071,120.6609,-102.1136;rot:1.580908,269.0927,240.1412;m:prism;scl:0.0974732,0.003,1.750135;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1510;pos:-446.5388,118.7081,-102.3213;rot:7.616154,274.1483,298.6886;m:prism;scl:0.0761891,0.003,0.5071488;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1511;pos:-453.812,118.2743,-102.0866;rot:358.3403,90.89818,61.57458;m:prism;scl:0.0759558,0.003,1.313396;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1512;pos:-444.6527,118.7134,-102.3241;rot:33.65521,291.1111,304.8638;m:prism;scl:0.099535,0.003,0.1192835;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1513;pos:-446.505,118.3061,-102.1038;rot:354.0403,93.23751,61.41891;m:prism;scl:0.0905642,0.003,0.4349733;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1514;pos:-444.3814,118.7134,-86.76347;rot:33.65505,201.111,304.8637;m:prism;scl:0.099535,0.003,0.1192835;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1515;pos:-444.6017,118.3061,-88.61574;rot:354.0404,3.237503,61.41899;m:prism;scl:0.0905642,0.003,0.4349733;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1516;pos:-444.3842,118.7081,-88.6496;rot:7.615817,184.1481,298.689;m:prism;scl:0.0761849,0.003,0.507149;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1517;pos:-444.619,118.2743,-95.92281;rot:358.3403,0.8981866,61.57425;m:prism;scl:0.0759516,0.003,1.313393;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1518;pos:-444.3461,118.7786,-94.70638;rot:1.659749,180.8982,298.425;m:prism;scl:0.1044024,0.003,1.811872;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1519;pos:-444.3549,118.7623,-102.0557;rot:28.01426,343.2731,57.3873;m:prism;scl:0.1232345,0.003,0.1117341;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1520;pos:-444.3474,120.2347,-94.11313;rot:358.419,359.0926,119.8587;m:prism;scl:0.1008343,0.003,1.811113;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1521;pos:-444.3563,120.2501,-86.75421;rot:332.8264,197.1304,235.9844;m:prism;scl:0.1183705,0.003,0.1094169;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1522;pos:-444.3571,120.2516,-102.0516;rot:331.3202,341.7074,124.5599;m:prism;scl:0.1122821,0.003,0.1115173;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1523;pos:-444.5919,120.6609,-94.91782;rot:1.581219,179.0925,240.1414;m:prism;scl:0.0974726,0.003,1.750134;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1524;pos:-460.2428,91.53084,-102.0203;rot:31.42669,17.122,300.5757;m:prism;scl:0.1306425,0.003,0.1237277;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1525;pos:-460.0081,91.04375,-94.9156;rot:358.1117,180.9102,64.25969;m:prism;scl:0.1119986,0.003,1.750971;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1526;pos:-460.2537,91.5536,-94.11091;rot:1.888167,0.9101005,295.7404;m:prism;scl:0.1159527,0.003,1.813362;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1527;pos:-460.2448,91.53508,-86.78342;rot:29.61616,164.1042,60.04707;m:prism;scl:0.1383926,0.003,0.1209064;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1528;pos:-460.2436,93.06542,-86.79643;rot:332.7067,162.9258,123.8154;m:prism;scl:0.1290654,0.003,0.1190553;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1529;pos:-460.2339,93.08235,-94.1338;rot:358.2702,0.9846943,240.3443;m:prism;scl:0.1098577,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1530;pos:-459.9875,93.51553,-94.91334;rot:1.729833,180.9847,119.6559;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1531;pos:-460.2232,93.10126,-102.0327;rot:331.0588,18.33992,235.5879;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1532;pos:-444.6852,91.53084,-102.3535;rot:31.42691,287.1222,300.5757;m:prism;scl:0.1306434,0.003,0.1237274;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1533;pos:-451.7899,91.04376,-102.1188;rot:358.1117,90.91017,64.25969;m:prism;scl:0.1119991,0.003,1.750971;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1534;pos:-452.5946,91.5536,-102.3645;rot:1.888104,270.9101,295.7403;m:prism;scl:0.1159537,0.003,1.813361;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1535;pos:-459.9221,91.5351,-102.3556;rot:29.61634,74.10421,60.04715;m:prism;scl:0.138394,0.003,0.1209072;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1536;pos:-459.9091,93.06544,-102.3543;rot:332.7065,72.92569,123.8154;m:prism;scl:0.1290664,0.003,0.119055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1537;pos:-452.5717,93.08236,-102.3447;rot:358.2701,270.9847,240.3443;m:prism;scl:0.1098582,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1538;pos:-451.7922,93.51553,-102.0982;rot:1.729853,90.9847,119.6557;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1539;pos:-444.6728,93.10126,-102.334;rot:331.0587,288.3398,235.5881;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1540;pos:-459.9095,91.53083,-86.46277;rot:31.4267,107.1223,300.576;m:prism;scl:0.130642,0.003,0.1237265;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1541;pos:-452.8048,91.04375,-86.69746;rot:358.1118,270.9102,64.25943;m:prism;scl:0.111998,0.003,1.750972;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1542;pos:-452.0002,91.55358,-86.45181;rot:1.887938,90.91005,295.7406;m:prism;scl:0.1159527,0.003,1.813362;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1543;pos:-444.6727,91.5351,-86.46072;rot:29.61633,254.104,60.04681;m:prism;scl:0.1383926,0.003,0.1209064;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1544;pos:-452.5724,93.06543,-86.46197;rot:358.2703,269.0155,119.6553;m:prism;scl:0.1098577,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1545;pos:-459.9212,93.08234,-86.47157;rot:332.7065,107.0742,236.185;m:prism;scl:0.1290654,0.003,0.1190553;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1546;pos:-444.6848,93.08562,-86.47346;rot:331.0585,251.6602,124.4117;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1547;pos:-451.7915,93.53183,-86.72735;rot:1.73001,89.01531,240.3445;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1548;pos:-444.352,91.53083,-86.79601;rot:31.42677,197.1221,300.5757;m:prism;scl:0.130642,0.003,0.1237265;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1549;pos:-444.5867,91.04375,-93.9007;rot:358.1118,0.9101807,64.25964;m:prism;scl:0.111998,0.003,1.750971;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1550;pos:-444.341,91.5536,-94.70539;rot:1.888127,180.9101,295.7401;m:prism;scl:0.1159537,0.003,1.813361;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1551;pos:-444.35,91.53509,-102.0329;rot:29.61638,344.1043,60.04735;m:prism;scl:0.138394,0.003,0.1209072;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1552;pos:-444.3512,93.06543,-94.13313;rot:358.2703,359.0154,119.6556;m:prism;scl:0.1098571,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1553;pos:-444.3608,93.08234,-86.78435;rot:332.7065,197.0743,236.1847;m:prism;scl:0.1290649,0.003,0.1190541;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1554;pos:-444.3627,93.08565,-102.0207;rot:331.0588,341.6602,124.412;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1555;pos:-444.6166,93.53182,-94.91399;rot:1.729809,179.0154,240.3442;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1556;pos:-444.6744,105.2442,-102.3257;rot:36.02834,290.5129,302.4601;m:prism;scl:0.1099169,0.003,0.1302178;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1557;pos:-446.511,104.785,-102.1044;rot:353.2543,93.26708,64.08238;m:prism;scl:0.0999239,0.003,0.4342967;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1558;pos:-444.3798,105.2442,-86.78517;rot:36.0281,200.5127,302.46;m:prism;scl:0.1099159,0.003,0.130218;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1559;pos:-444.6011,104.785,-88.62174;rot:353.2543,3.267071,64.08232;m:prism;scl:0.0999232,0.003,0.4342968;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:tower2_1561;pos:-438.0536,-13.29748,205.3201;m:tower2;;
i:cuboid_1563;pos:-438.0536,43.70252,228.0701;m:cuboid;scl:1.53,9.4,1.53;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1564;pos:-438.0536,91.80252,228.0701;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1565;pos:-438.0536,105.5675,228.0701;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1566;pos:-438.0536,118.9925,228.0701;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1567;pos:-443.7236,105.4025,222.3951;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1568;pos:-432.3836,105.4025,222.3951;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1569;pos:-443.7236,105.4025,233.7491;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1570;pos:-432.3836,105.4025,233.7491;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1571;pos:-438.0536,92.76252,228.0701;m:cuboid;scl:1.511,0.1,1.511;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1572;pos:-438.0536,105.5225,228.0701;m:cuboid;scl:1.516,0.303,1.516;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1573;pos:-438.0536,118.0425,228.0701;m:cuboid;scl:1.516,0.1,1.516;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:pyramid_1574;pos:-438.0536,132.2725,228.0701;m:pyramid;scl:0.37,0.272,0.37;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_1575;pos:-438.0536,140.2025,228.0701;m:cuboid;scl:0.0715,1.222,0.0715;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1577;pos:-444.6433,122.5637,222.6666;rot:65.77731,269.9999,179.9999;m:prism;scl:0.4274937,0.003,0.600165;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1578;pos:-443.4661,125.1803,223.7675;rot:4.471269E-05,1.526709E-05,245.7773;m:prism;scl:1.040509,0.003,0.2462379;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1579;pos:-443.5424,125.0106,227.2997;rot:-4.471269E-05,180,114.2227;m:prism;scl:1.040509,0.003,0.6292721;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1580;pos:-444.6433,122.5636,230.3081;rot:65.77731,269.9999,179.9999;m:prism;scl:1.090924,0.003,0.600165;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1581;pos:-441.747,129.0013,227.2652;rot:41.29479,203.2765,123.0986;m:prism;scl:0.4810883,0.003,0.26436;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1582;pos:-441.7227,129.0554,229.0342;rot:39.00649,338.6293,238.1306;m:prism;scl:0.458882,0.003,0.2771809;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1583;pos:-442.7404,126.7931,231.5164;rot:320.9935,158.6293,121.8694;m:prism;scl:0.458882,0.003,0.592406;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1584;pos:-443.8933,124.2306,232.7502;rot:41.29479,203.2765,123.0986;m:prism;scl:1.027071,0.003,0.26436;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1585;pos:-432.6437,122.5637,221.49;rot:65.77729,180.0001,180;m:prism;scl:0.4274945,0.003,0.6001648;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1586;pos:-433.7446,125.1803,222.6672;rot:-8.537737E-06,270,245.7773;m:prism;scl:1.040509,0.003,0.2462383;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1587;pos:-437.2768,125.0106,222.5908;rot:8.537737E-06,90.00003,114.2227;m:prism;scl:1.040509,0.003,0.6292723;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1588;pos:-440.2852,122.5637,221.49;rot:65.77729,180.0001,180;m:prism;scl:1.090925,0.003,0.6001648;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1589;pos:-437.2423,129.0013,224.3862;rot:41.29483,113.2765,123.0986;m:prism;scl:0.4810879,0.003,0.2643594;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1590;pos:-439.0113,129.0554,224.4106;rot:39.00645,248.6293,238.1306;m:prism;scl:0.458881,0.003,0.2771807;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1591;pos:-441.4935,126.7931,223.3928;rot:320.9936,68.6293,121.8694;m:prism;scl:0.458881,0.003,0.5924063;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1592;pos:-442.7273,124.2306,222.2399;rot:41.29483,113.2765,123.0986;m:prism;scl:1.027071,0.003,0.2643594;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1593;pos:-443.4666,122.5636,234.6662;rot:65.77739,-6.207314E-05,180;m:prism;scl:0.4274942,0.003,0.6001649;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1594;pos:-442.3658,125.1803,233.489;rot:2.732076E-05,89.99999,245.7774;m:prism;scl:1.040509,0.003,0.2462381;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1595;pos:-438.8335,125.0106,233.5653;rot:-2.732076E-05,270,114.2226;m:prism;scl:1.040509,0.003,0.629273;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1596;pos:-435.8252,122.5636,234.6662;rot:65.77739,-6.207314E-05,180;m:prism;scl:1.090926,0.003,0.6001649;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1597;pos:-438.8681,129.0013,231.7699;rot:41.29486,293.2765,123.0985;m:prism;scl:0.481089,0.003,0.2643596;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1598;pos:-437.0991,129.0554,231.7456;rot:39.00648,68.62935,238.1307;m:prism;scl:0.4588813,0.003,0.2771813;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1599;pos:-434.6168,126.7931,232.7634;rot:320.9935,248.6293,121.8693;m:prism;scl:0.4588813,0.003,0.5924062;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1600;pos:-433.3831,124.2306,233.9162;rot:41.29486,293.2765,123.0985;m:prism;scl:1.027071,0.003,0.2643596;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1601;pos:-431.4671,122.5636,233.4895;rot:65.77733,90.00012,180.0001;m:prism;scl:0.4274937,0.003,0.600165;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1602;pos:-432.6443,125.1803,232.3887;rot:-4.413481E-05,180,245.7773;m:prism;scl:1.040509,0.003,0.2462379;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1603;pos:-432.5679,125.0106,228.8564;rot:4.413481E-05,2.604543E-05,114.2227;m:prism;scl:1.040509,0.003,0.6292721;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1604;pos:-431.4671,122.5637,225.8481;rot:65.77733,90.00012,180.0001;m:prism;scl:1.090924,0.003,0.600165;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1605;pos:-434.3633,129.0013,228.8909;rot:41.29487,23.27661,123.0986;m:prism;scl:0.4810883,0.003,0.26436;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1606;pos:-434.3877,129.0554,227.122;rot:39.00641,158.6293,238.1306;m:prism;scl:0.458882,0.003,0.2771809;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1607;pos:-433.3699,126.7931,224.6397;rot:320.9936,338.6294,121.8694;m:prism;scl:0.458882,0.003,0.592406;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1608;pos:-432.217,124.2306,223.406;rot:41.29487,23.27661,123.0986;m:prism;scl:1.027071,0.003,0.26436;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1610;pos:-445.9726,104.7226,222.3234;rot:8.630058,4.193569,296.042;m:prism;scl:0.0845643,0.003,0.5107852;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1611;pos:-445.7348,104.2291,229.5942;rot:358.1118,180.9102,64.25954;m:prism;scl:0.0842497,0.003,1.313228;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1612;pos:-446.0115,104.8034,228.3753;rot:1.888596,0.9103411,295.7401;m:prism;scl:0.1159542,0.003,1.813362;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1613;pos:-446.0026,104.7848,235.7028;rot:29.61617,164.1045,60.04755;m:prism;scl:0.1383948,0.003,0.1209069;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1614;pos:-446.0014,106.3152,235.6898;rot:332.7065,162.9258,123.8153;m:prism;scl:0.1290649,0.003,0.1190541;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1615;pos:-445.9917,106.3322,228.3524;rot:358.2702,0.9846441,240.3444;m:prism;scl:0.1098571,0.003,1.808444;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1616;pos:-445.9727,104.7229,220.4551;rot:36.02826,20.513,302.4604;m:prism;scl:0.1099169,0.003,0.1302178;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1617;pos:-445.7515,104.2637,222.2917;rot:353.2543,183.267,64.08209;m:prism;scl:0.0999239,0.003,0.4342967;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1618;pos:-445.7453,106.7653,227.5729;rot:1.729882,180.9847,119.6557;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1619;pos:-445.981,106.3511,220.4535;rot:331.0587,18.33985,235.5881;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1620;pos:-430.0988,104.8034,233.8294;rot:6.745991,183.2672,295.9178;m:prism;scl:0.1168688,0.003,0.5086787;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:prism_1621;pos:-430.1078,104.7849,226.3518;rot:2.487847,358.8005,64.24882;m:prism;scl:0.1160133,0.003,1.376483;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
