i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_1;pos:410,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_2;pos:400,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_3;pos:390,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_4;pos:380,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_5;pos:370,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_6;pos:360,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawnhuman_7;pos:350,144,-40;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:cuboid_8;pos:380,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_9;pos:370,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_10;pos:360,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_11;pos:350,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_12;pos:390,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_13;pos:400,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_14;pos:410,120.8,0;rot:0,180,0;m:cuboid;scl:0.4,4,12;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_15;pos:0,120,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_16;pos:0,120,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_17;pos:-3500,120,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_18;pos:5300,120,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_19;pos:0,200,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_20;pos:0,200,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_21;pos:-3500,200,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_22;pos:5300,200,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_23;pos:0,280,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_24;pos:0,280,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_25;pos:-3500,280,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_26;pos:5300,280,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_27;pos:0,360,-4440;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_28;pos:0,360,3640;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_29;pos:-3500,360,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_30;pos:5300,360,0;rot:0,180,0;m:cuboid;scl:800,0.56,800;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_31;pos:380,160,100;rot:0,180,0;m:cuboid;scl:8,8,4;mat:transparent;clr:0,0,255,175;l:0;c:start;;
i:cuboid_32;pos:380,400,100;rot:0,180,0;m:cuboid;scl:8,8,4;mat:transparent;clr:255,255,0,175;l:0;c:trigger;c:finish;;
i:cuboid_33;pos:300,160,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_34;pos:300,240,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_35;pos:300,320,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_36;pos:300,400,-240;rot:0,180,0;m:cuboid;scl:2,2,2;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_901;pos:395.5635,240,-1455.563;rot:0,224.9987,0;m:cuboid;scl:3.96,40,9.424778;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_902;pos:324.1904,240,-1503.254;rot:0,247.5,0;m:cuboid;scl:3.96,40,9.424778;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_903;pos:240,240,-1520;rot:0,90,0;m:cuboid;scl:3.96,40,9.424778;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_904;pos:263.562,240,-1080;rot:0,90,0;m:cuboid;scl:3.96,40,4.712389;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_905;pos:443.2535,240,-1215.81;rot:0,157.5014,0;m:cuboid;scl:3.96,40,9.424778;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_906;pos:395.5635,240,-1144.437;rot:0,135.0013,0;m:cuboid;scl:3.96,40,9.424778;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_907;pos:324.1904,240,-1096.746;rot:0,112.5,0;m:cuboid;scl:3.96,40,9.424778;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cylinder_908;pos:240,440,-940;rot:0,180,0;m:cylinder;scl:56,0.196,56;t:grass1;til:1.4,1.4;clr:51,38,63,255;;
i:cylinder_909;pos:240,360,-940;rot:0,180,0;m:cylinder;scl:56,0.196,56;t:grass1;til:1.4,1.4;clr:51,38,63,255;;
i:cylinder_910;pos:240,280,-940;rot:0,180,0;m:cylinder;scl:56,0.196,56;t:grass1;til:1.4,1.4;clr:51,38,63,255;;
i:cylinder_911;pos:240,200,-940;rot:0,180,0;m:cylinder;scl:56,0.196,56;t:grass1;til:1.4,1.4;clr:51,38,63,255;;
i:cylinder_912;pos:240,120,-940;rot:0,180,0;m:cylinder;scl:56,0.196,56;t:grass1;til:1.4,1.4;clr:51,38,63,255;;
i:cylinder_913;pos:240,40,-940;rot:0,180,0;m:cylinder;scl:56,0.196,56;t:grass1;til:1.4,1.4;clr:51,38,63,255;;
i:cuboid_914;pos:-20,240,-940;rot:0,180,0;m:cuboid;scl:3.96,40,10.99557;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_915;pos:-0.2086784,240,-1039.498;rot:0,157.5014,0;m:cuboid;scl:3.96,40,10.99557;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_916;pos:56.15224,240,-1123.848;rot:0,135.0013,0;m:cuboid;scl:3.96,40,10.99557;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_917;pos:140.5023,240,-1180.209;rot:0,112.5,0;m:cuboid;scl:3.96,40,10.99557;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_918;pos:212.5111,240,-1200;rot:0,90,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_919;pos:240,240,-680;rot:0,90,0;m:cuboid;scl:3.96,40,10.99557;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_920;pos:-0.2086784,240,-840.5023;rot:0,202.4986,0;m:cuboid;scl:3.96,40,10.99557;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_921;pos:56.15224,240,-756.1522;rot:0,224.9987,0;m:cuboid;scl:3.96,40,10.99557;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_922;pos:140.5023,240,-699.7913;rot:0,247.5,0;m:cuboid;scl:3.96,40,10.99557;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_923;pos:480.2087,240,-840.5023;rot:0,157.5014,0;m:cuboid;scl:3.96,40,10.99557;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_924;pos:423.8478,240,-756.1522;rot:0,135.0013,0;m:cuboid;scl:3.96,40,10.99557;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_925;pos:339.4977,240,-699.7913;rot:0,112.5,0;m:cuboid;scl:3.96,40,10.99557;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_926;pos:500,240,-912.511;rot:0,180,0;m:cuboid;scl:3.96,40,5.497787;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cylinder_927;pos:520,440,-940;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cylinder_928;pos:520,360,-940;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cylinder_929;pos:520,280,-940;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cylinder_930;pos:520,200,-940;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cylinder_931;pos:520,120,-940;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cylinder_932;pos:520,40,-940;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cuboid_933;pos:520,240,-1080;rot:0,90,0;m:cuboid;scl:3.96,40,6.283185;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_934;pos:649.3431,240,-993.5757;rot:0,202.4986,0;m:cuboid;scl:3.96,40,6.283185;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_935;pos:618.9949,240,-1038.995;rot:0,224.9987,0;m:cuboid;scl:3.96,40,6.283185;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_936;pos:573.5757,240,-1069.343;rot:0,247.5,0;m:cuboid;scl:3.96,40,6.283185;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_937;pos:390.6569,240,-993.5757;rot:0,157.5014,0;m:cuboid;scl:3.96,40,6.283185;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_938;pos:421.0051,240,-1038.995;rot:0,135.0013,0;m:cuboid;scl:3.96,40,6.283185;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_939;pos:466.4243,240,-1069.343;rot:0,112.5,0;m:cuboid;scl:3.96,40,6.283185;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_940;pos:660,240,-955.7079;rot:0,180,0;m:cuboid;scl:3.96,40,3.141593;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_941;pos:380,240,-955.7079;rot:0,180,0;m:cuboid;scl:3.96,40,3.141593;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cylinder_942;pos:680,440,-940;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cylinder_943;pos:680,360,-940;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cylinder_944;pos:680,280,-940;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cylinder_945;pos:680,200,-940;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cylinder_946;pos:680,120,-940;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cylinder_947;pos:680,40,-940;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cuboid_948;pos:540,240,-924.2921;rot:0,180,0;m:cuboid;scl:3.96,40,3.141593;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_949;pos:550.6569,240,-886.4243;rot:0,202.4986,0;m:cuboid;scl:3.96,40,6.283185;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_950;pos:581.0051,240,-841.0051;rot:0,224.9987,0;m:cuboid;scl:3.96,40,6.283185;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_951;pos:626.4243,240,-810.6569;rot:0,247.5,0;m:cuboid;scl:3.96,40,6.283185;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_952;pos:680,240,-800;rot:0,90,0;m:cuboid;scl:3.96,40,6.283185;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cylinder_953;pos:1320,440,-800;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_954;pos:1320,360,-800;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_955;pos:1320,280,-800;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_956;pos:1320,200,-800;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_957;pos:1320,120,-800;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cylinder_958;pos:1320,40,-800;rot:0,180,0;m:cylinder;scl:28,0.196,28;t:grass1;til:0.7,0.7;clr:51,38,63,255;;
i:cuboid_959;pos:1440,240,-800;rot:0,180,0;m:cuboid;scl:3.96,40,5.4978;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_960;pos:1430.866,240,-845.922;rot:0,202.4986,0;m:cuboid;scl:3.96,40,5.4978;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_961;pos:1404.853,240,-884.8528;rot:0,224.9987,0;m:cuboid;scl:3.96,40,5.4978;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_962;pos:1365.922,240,-910.8655;rot:0,247.5,0;m:cuboid;scl:3.96,40,5.4978;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_963;pos:1320,240,-920;rot:0,90,0;m:cuboid;scl:3.96,40,5.4978;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cylinder_964;pos:1300,440,-480;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cylinder_965;pos:1300,360,-480;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cylinder_966;pos:1300,280,-480;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cylinder_967;pos:1300,200,-480;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cylinder_968;pos:1300,120,-480;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cylinder_969;pos:1300,40,-480;rot:0,180,0;m:cylinder;scl:32,0.196,32;t:grass1;til:0.8,0.8;clr:51,38,63,255;;
i:cuboid_970;pos:1440,240,-480;rot:0,180,0;m:cuboid;scl:3.96,40,6.283185;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_971;pos:1429.343,240,-426.4243;rot:0,157.5014,0;m:cuboid;scl:3.96,40,6.283185;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_972;pos:1398.995,240,-381.0051;rot:0,135.0013,0;m:cuboid;scl:3.96,40,6.283185;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_973;pos:1353.576,240,-350.6569;rot:0,112.5,0;m:cuboid;scl:3.96,40,6.283185;t:ice1;til:999999,999999;clr:102,229,178,255;;
i:cuboid_974;pos:1300,240,-340;rot:0,90,0;m:cuboid;scl:3.96,40,6.283185;t:ice1;til:999999,999999;clr:102,229,178,255;;
