i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:barrier_1;pos:-700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_2;pos:0,745.795,-700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_3;pos:0,745.795,700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_4;pos:700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_5;pos:-2.22,1253.08,17.87;m:cuboid;scl:160,10,160;mat:transparent;clr:0,234,255,82;l:23;;
i:cuboid_0;pos:250,0,159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_1;pos:277.637,0,156.737;rot:0,190.0013,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_2;pos:304.4342,0,149.5567;rot:0,199.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_3;pos:329.5775,0,137.8322;rot:0,209.9947,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_4;pos:352.3029,0,121.9197;rot:0,220.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_5;pos:371.9197,0,102.3028;rot:0,229.9993,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_6;pos:387.8322,0,79.5775;rot:0,240.0043,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_7;pos:399.5568,0,54.4342;rot:0,249.9994,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_8;pos:406.7371,0,27.63695;rot:0,260,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_9;pos:409.1549,0,0;rot:0,270,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_10;pos:250,0,-159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_11;pos:277.637,0,-156.737;rot:0,169.9987,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_12;pos:304.4342,0,-149.5567;rot:0,160.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_13;pos:329.5775,0,-137.8322;rot:0,150.0053,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_14;pos:352.3029,0,-121.9197;rot:0,139.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_15;pos:371.9197,0,-102.3028;rot:0,130.0007,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_16;pos:387.8322,0,-79.5775;rot:0,119.9957,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_17;pos:399.5568,0,-54.4342;rot:0,110.0006,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_18;pos:406.7371,0,-27.63695;rot:0,99.99998,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_19;pos:409.1549,0,0;rot:0,90,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_20;pos:-250,0,159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_21;pos:-277.637,0,156.737;rot:0,169.9987,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_22;pos:-304.4342,0,149.5567;rot:0,160.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_23;pos:-329.5775,0,137.8322;rot:0,150.0053,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_24;pos:-352.3029,0,121.9197;rot:0,139.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_25;pos:-371.9197,0,102.3028;rot:0,130.0007,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_26;pos:-387.8322,0,79.5775;rot:0,119.9957,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_27;pos:-399.5568,0,54.4342;rot:0,110.0006,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_28;pos:-406.7371,0,27.63695;rot:0,99.99998,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_29;pos:-409.1549,0,0;rot:0,90,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_30;pos:-250,0,-159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_31;pos:-277.637,0,-156.737;rot:0,190.0013,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_32;pos:-304.4342,0,-149.5567;rot:0,199.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_33;pos:-329.5775,0,-137.8322;rot:0,209.9947,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_34;pos:-352.3029,0,-121.9197;rot:0,220.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_35;pos:-371.9197,0,-102.3028;rot:0,229.9993,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_36;pos:-387.8322,0,-79.5775;rot:0,240.0043,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_37;pos:-399.5568,0,-54.4342;rot:0,249.9994,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_38;pos:-406.7371,0,-27.63695;rot:0,260,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_39;pos:-409.1549,0,0;rot:0,270,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_40;pos:0,0,159.155;rot:0,180,0;m:cuboid;scl:50,0.5,5;t:grass2;til:10,1;;
i:cuboid_41;pos:0,0,-159.155;rot:0,180,0;m:cuboid;scl:50,0.5,5;t:grass2;til:10,1;;
i:cuboid_1198;pos:0,30,-326;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.82;t:rock1;til:10,0.8;;
i:cuboid_1199;pos:0,31,-327;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.62;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1200;pos:0,32,-328;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.42;t:rock1;til:10,0.8;;
i:cuboid_1201;pos:0,33,-329;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.22;t:rock1;til:10,0.22;clr:127,127,127,255;;
i:cuboid_1202;pos:200,7,-303;rot:0,180,0;m:cuboid;scl:0.8,0.22,7.42;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1203;pos:200,8,-304;rot:0,180,0;m:cuboid;scl:0.8,0.22,7.22;t:rock1;til:10,0.8;;
i:cuboid_1204;pos:200,9,-305;rot:0,180,0;m:cuboid;scl:0.8,0.22,7.02;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1205;pos:200,10,-306;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.82;t:rock1;til:10,0.8;;
i:cuboid_1206;pos:200,11,-307;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.62;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1207;pos:200,12,-308;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.42;t:rock1;til:10,0.8;;
i:cuboid_1208;pos:200,13,-309;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.22;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1209;pos:200,14,-310;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.02;t:rock1;til:10,0.8;;
i:cuboid_1210;pos:200,15,-311;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.82;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1211;pos:200,16,-312;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.62;t:rock1;til:10,0.8;;
i:cuboid_1212;pos:200,17,-313;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.42;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1213;pos:200,18,-314;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.22;t:rock1;til:10,0.8;;
i:cuboid_1214;pos:200,19,-315;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.02;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1215;pos:200,20,-316;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.82;t:rock1;til:10,0.8;;
i:cuboid_1216;pos:200,21,-317;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.62;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1217;pos:200,22,-318;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.42;t:rock1;til:10,0.8;;
i:cuboid_1218;pos:200,23,-319;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.22;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1219;pos:200,24,-320;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.02;t:rock1;til:10,0.8;;
i:cuboid_1220;pos:200,25,-321;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.82;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1221;pos:200,26,-322;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.62;t:rock1;til:10,0.8;;
i:cuboid_1222;pos:200,27,-323;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.42;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1223;pos:200,28,-324;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.22;t:rock1;til:10,0.8;;
i:cuboid_1224;pos:200,29,-325;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.02;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1225;pos:200,30,-326;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.82;t:rock1;til:10,0.8;;
i:cuboid_1226;pos:200,31,-327;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.62;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1227;pos:200,32,-328;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.42;t:rock1;til:10,0.8;;
i:cuboid_1228;pos:200,33,-329;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.22;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1229;pos:400,7,-303;rot:0,180,0;m:cuboid;scl:0.8,0.22,7.42;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1230;pos:400,8,-304;rot:0,180,0;m:cuboid;scl:0.8,0.22,7.22;t:rock1;til:10,0.8;;
i:cuboid_1231;pos:400,9,-305;rot:0,180,0;m:cuboid;scl:0.8,0.22,7.02;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1232;pos:400,10,-306;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.82;t:rock1;til:10,0.8;;
i:cuboid_1233;pos:400,11,-307;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.62;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1234;pos:400,12,-308;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.42;t:rock1;til:10,0.8;;
i:cuboid_1235;pos:400,13,-309;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.22;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1236;pos:400,14,-310;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.02;t:rock1;til:10,0.8;;
i:cuboid_1237;pos:400,15,-311;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.82;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1238;pos:400,16,-312;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.62;t:rock1;til:10,0.8;;
i:cuboid_1239;pos:400,17,-313;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.42;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1240;pos:400,18,-314;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.22;t:rock1;til:10,0.8;;
i:cuboid_1241;pos:400,19,-315;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.02;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1242;pos:400,20,-316;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.82;t:rock1;til:10,0.8;;
i:cuboid_1243;pos:400,21,-317;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.62;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1244;pos:400,22,-318;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.42;t:rock1;til:10,0.8;;
i:cuboid_1245;pos:400,23,-319;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.22;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1246;pos:400,24,-320;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.02;t:rock1;til:10,0.8;;
i:cuboid_1247;pos:400,25,-321;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.82;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1248;pos:400,26,-322;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.62;t:rock1;til:10,0.8;;
i:cuboid_1249;pos:400,27,-323;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.42;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1250;pos:400,28,-324;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.22;t:rock1;til:10,0.8;;
i:cuboid_1251;pos:400,29,-325;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.02;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1252;pos:400,30,-326;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.82;t:rock1;til:10,0.8;;
i:cuboid_1253;pos:400,31,-327;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.62;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1254;pos:400,32,-328;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.42;t:rock1;til:10,0.8;;
i:cuboid_1255;pos:400,33,-329;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.22;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1256;pos:-200,7,-303;rot:0,180,0;m:cuboid;scl:0.8,0.22,7.42;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1257;pos:-200,8,-304;rot:0,180,0;m:cuboid;scl:0.8,0.22,7.22;t:rock1;til:10,0.8;;
i:cuboid_1258;pos:-200,9,-305;rot:0,180,0;m:cuboid;scl:0.8,0.22,7.02;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1259;pos:-200,10,-306;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.82;t:rock1;til:10,0.8;;
i:cuboid_1260;pos:-200,11,-307;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.62;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1261;pos:-200,12,-308;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.42;t:rock1;til:10,0.8;;
i:cuboid_1262;pos:-200,13,-309;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.22;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1263;pos:-200,14,-310;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.02;t:rock1;til:10,0.8;;
i:cuboid_1264;pos:-200,15,-311;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.82;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1265;pos:-200,16,-312;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.62;t:rock1;til:10,0.8;;
i:cuboid_1266;pos:-200,17,-313;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.42;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1267;pos:-200,18,-314;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.22;t:rock1;til:10,0.8;;
i:cuboid_1268;pos:-200,19,-315;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.02;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1269;pos:-200,20,-316;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.82;t:rock1;til:10,0.8;;
i:cuboid_1270;pos:-200,21,-317;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.62;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1271;pos:-200,22,-318;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.42;t:rock1;til:10,0.8;;
i:cuboid_1272;pos:-200,23,-319;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.22;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1273;pos:-200,24,-320;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.02;t:rock1;til:10,0.8;;
i:cuboid_1274;pos:-200,25,-321;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.82;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1275;pos:-200,26,-322;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.62;t:rock1;til:10,0.8;;
i:cuboid_1276;pos:-200,27,-323;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.42;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1277;pos:-200,28,-324;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.22;t:rock1;til:10,0.8;;
i:cuboid_1278;pos:-200,29,-325;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.02;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1279;pos:-200,30,-326;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.82;t:rock1;til:10,0.8;;
i:cuboid_1280;pos:-200,31,-327;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.62;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1281;pos:-200,32,-328;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.42;t:rock1;til:10,0.8;;
i:cuboid_1282;pos:-200,33,-329;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.22;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1283;pos:-400,7,-303;rot:0,180,0;m:cuboid;scl:0.8,0.22,7.42;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1284;pos:-400,8,-304;rot:0,180,0;m:cuboid;scl:0.8,0.22,7.22;t:rock1;til:10,0.8;;
i:cuboid_1285;pos:-400,9,-305;rot:0,180,0;m:cuboid;scl:0.8,0.22,7.02;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1286;pos:-400,10,-306;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.82;t:rock1;til:10,0.8;;
i:cuboid_1287;pos:-400,11,-307;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.62;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1288;pos:-400,12,-308;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.42;t:rock1;til:10,0.8;;
i:cuboid_1289;pos:-400,13,-309;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.22;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1290;pos:-400,14,-310;rot:0,180,0;m:cuboid;scl:0.8,0.22,6.02;t:rock1;til:10,0.8;;
i:cuboid_1291;pos:-400,15,-311;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.82;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1292;pos:-400,16,-312;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.62;t:rock1;til:10,0.8;;
i:cuboid_1293;pos:-400,17,-313;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.42;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1294;pos:-400,18,-314;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.22;t:rock1;til:10,0.8;;
i:cuboid_1295;pos:-400,19,-315;rot:0,180,0;m:cuboid;scl:0.8,0.22,5.02;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1296;pos:-400,20,-316;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.82;t:rock1;til:10,0.8;;
i:cuboid_1297;pos:-400,21,-317;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.62;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1298;pos:-400,22,-318;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.42;t:rock1;til:10,0.8;;
i:cuboid_1299;pos:-400,23,-319;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.22;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1300;pos:-400,24,-320;rot:0,180,0;m:cuboid;scl:0.8,0.22,4.02;t:rock1;til:10,0.8;;
i:cuboid_1301;pos:-400,25,-321;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.82;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1302;pos:-400,26,-322;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.62;t:rock1;til:10,0.8;;
i:cuboid_1303;pos:-400,27,-323;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.42;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1304;pos:-400,28,-324;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.22;t:rock1;til:10,0.8;;
i:cuboid_1305;pos:-400,29,-325;rot:0,180,0;m:cuboid;scl:0.8,0.22,3.02;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1306;pos:-400,30,-326;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.82;t:rock1;til:10,0.8;;
i:cuboid_1307;pos:-400,31,-327;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.62;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1308;pos:-400,32,-328;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.42;t:rock1;til:10,0.8;;
i:cuboid_1309;pos:-400,33,-329;rot:0,180,0;m:cuboid;scl:0.8,0.22,2.22;t:rock1;til:10,0.8;clr:127,127,127,255;;
i:cuboid_1310;pos:0,25,-350;rot:0,180,0;m:cuboid;scl:100,4,2;t:rock3;til:100,4;;
i:cuboid_1311;pos:0,50,-350;rot:0,180,0;m:cuboid;scl:100,1,2;t:rock1;til:100,1;;
i:cuboid_1312;pos:0,80,-280;rot:22.61987,180,0;m:cuboid;scl:100.02,0.2,14;t:rock1;til:100,1;;
i:cuboid_1313;pos:0,79.9,-280;rot:22.61987,180,0;m:cuboid;scl:100,0.2,14;t:metal2;til:10,0.01;;
i:cuboid_1314;pos:500,25,-340;rot:0,180,0;m:cuboid;scl:0.11,4,4;t:rock3;til:4,4;;
i:cuboid_1315;pos:500,55,-340;rot:0,180,0;m:cuboid;scl:0.11,2,4;t:rock1;til:4,2;;
i:cylinder_1316;pos:495,40,-320;rot:0,180,0;m:cylinder;scl:0.2,2.3,0.2;t:stone5;til:0.1,1.5;clr:0,0,0,255;;
i:cylinder_1317;pos:495,46,-290;rot:0,180,0;m:cylinder;scl:0.2,3,0.2;t:stone5;til:0.1,2;clr:0,0,0,255;;
i:cylinder_1318;pos:495,42,-260;rot:0,180,0;m:cylinder;scl:0.2,4.7,0.2;t:stone5;til:0.1,2.5;clr:0,0,0,255;;
i:cylinder_1319;pos:495,48,-230;rot:0,180,0;m:cylinder;scl:0.2,5.3,0.2;t:stone5;til:0.1,2.5;clr:0,0,0,255;;
i:cylinder_1320;pos:495,70,-275;rot:292.6172,180,0;m:cylinder;scl:0.1,4.9,0.1;t:stone5;til:0.1,4.5;clr:0,0,0,255;;
i:cylinder_1321;pos:495,60,-275;rot:292.6172,180,0;m:cylinder;scl:0.1,4.9,0.1;t:stone5;til:0.1,4.5;clr:0,0,0,255;;
i:cylinder_1322;pos:495,50,-275;rot:292.6172,180,0;m:cylinder;scl:0.1,4.9,0.1;t:stone5;til:0.1,4.5;clr:0,0,0,255;;
i:cylinder_1323;pos:495,40,-275;rot:292.6172,180,0;m:cylinder;scl:0.1,4.9,0.1;t:stone5;til:0.1,4.5;clr:0,0,0,255;;
i:cylinder_1324;pos:495,30,-275;rot:292.6172,180,0;m:cylinder;scl:0.1,4.9,0.1;t:stone5;til:0.1,4.5;clr:0,0,0,255;;
i:cylinder_1325;pos:495,20,-275;rot:292.6172,180,0;m:cylinder;scl:0.1,4.9,0.1;t:stone5;til:0.1,4.5;clr:0,0,0,255;;
i:cylinder_1326;pos:495,10,-275;rot:292.6172,180,0;m:cylinder;scl:0.1,4.9,0.1;t:stone5;til:0.1,4.5;clr:0,0,0,255;;
i:cylinder_1327;pos:495,0,-275;rot:292.6172,180,0;m:cylinder;scl:0.1,4.9,0.1;t:stone5;til:0.1,4.5;clr:0,0,0,255;;
i:cylinder_1328;pos:495,-10,-275;rot:292.6172,180,0;m:cylinder;scl:0.1,4.9,0.1;t:stone5;til:0.1,4.5;clr:0,0,0,255;;
i:cylinder_1329;pos:495,30,-275;rot:67.38278,180,0;m:cylinder;scl:0.1,4.9,0.1;t:stone5;til:0.1,4.5;clr:0,0,0,255;;
i:cylinder_1330;pos:495,20,-275;rot:67.38278,180,0;m:cylinder;scl:0.1,4.9,0.1;t:stone5;til:0.1,4.5;clr:0,0,0,255;;
i:cylinder_1331;pos:495,10,-275;rot:67.38278,180,0;m:cylinder;scl:0.1,4.9,0.1;t:stone5;til:0.1,4.5;clr:0,0,0,255;;
i:cylinder_1332;pos:495,0,-275;rot:67.38278,180,0;m:cylinder;scl:0.1,4.9,0.1;t:stone5;til:0.1,4.5;clr:0,0,0,255;;
i:cylinder_1333;pos:495,-10,-275;rot:67.38278,180,0;m:cylinder;scl:0.1,4.9,0.1;t:stone5;til:0.1,4.5;clr:0,0,0,255;;
i:cylinder_1334;pos:-495,40,-320;rot:0,180,0;m:cylinder;scl:0.2,2.3,0.2;t:stone5;til:0.1,1.5;clr:0,0,0,255;;
i:cylinder_1335;pos:-495,46,-290;rot:0,180,0;m:cylinder;scl:0.2,3,0.2;t:stone5;til:0.1,2;clr:0,0,0,255;;
i:cylinder_1336;pos:-495,42,-260;rot:0,180,0;m:cylinder;scl:0.2,4.7,0.2;t:stone5;til:0.1,2.5;clr:0,0,0,255;;
i:cylinder_1337;pos:-495,48,-230;rot:0,180,0;m:cylinder;scl:0.2,5.3,0.2;t:stone5;til:0.1,2.5;clr:0,0,0,255;;
i:cylinder_1338;pos:-495,70,-275;rot:292.6172,180,0;m:cylinder;scl:0.1,4.9,0.1;t:stone5;til:0.1,4.5;clr:0,0,0,255;;
i:cylinder_1339;pos:-495,60,-275;rot:292.6172,180,0;m:cylinder;scl:0.1,4.9,0.1;t:stone5;til:0.1,4.5;clr:0,0,0,255;;
