i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_1;pos:0,-24.29533,0;m:cuboid;scl:1100,5,1100;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_2;pos:0,-24.66419,0;m:cuboid;scl:1100,5,1100;t:earth2;til:600,600;clr:66,165,243,255;;
i:prism_5938;pos:21.24299,12.4414,176.5673;rot:354.2133,124.1125,98.89472;m:prism;scl:0.01,0.015,0.11;mat:transparent;clr:84,43,255,200;;
i:cylinder_5939;pos:22.14928,12.8414,175.988;rot:270,33.20681,0;m:cylinder;scl:0.19,0.01,0.145;mat:transparent;clr:84,43,255,200;;
i:prism_5940;pos:22.80168,13.3214,175.5485;rot:290.5288,306.0805,85.92027;m:prism;scl:0.1,0.015,0.1;mat:transparent;clr:84,43,255,200;;
i:prism_5941;pos:21.48667,13.3614,176.3958;rot:290.6484,124.3672,270.0483;m:prism;scl:0.1,0.015,0.1;mat:transparent;clr:84,43,255,200;;
i:prism_5942;pos:22.12887,12.6414,175.9549;rot:270.9996,214.7266,180.0003;m:prism;scl:0.0375,0.015,0.0375;mat:transparent;clr:84,43,255,200;;
i:prism_5943;pos:23.3247,12.8414,175.2319;rot:359.2839,304.311,91.19717;m:prism;scl:0.015,0.015,0.125;mat:transparent;clr:84,43,255,200;;
i:prism_5944;pos:20.96673,12.8414,176.7488;rot:0.6141943,124.6954,270.1693;m:prism;scl:0.015,0.015,0.125;mat:transparent;clr:84,43,255,200;;
i:prism_5945;pos:23.1508,12.6414,175.3164;rot:359.6852,303.5893,89.60683;m:prism;scl:0.0125,0.015,0.115;mat:transparent;clr:84,43,255,200;;
i:prism_5946;pos:21.11294,12.6414,176.6612;rot:0.2171852,124.2461,89.8188;m:prism;scl:0.0125,0.015,0.115;mat:transparent;clr:84,43,255,200;;
i:prism_5947;pos:23.10153,12.4814,175.3783;rot:359.7742,304.1316,87.61063;m:prism;scl:0.01,0.015,0.11;mat:transparent;clr:84,43,255,200;;
i:prism_5948;pos:21.24143,12.4414,176.5667;rot:354.642,123.9743,98.91341;m:prism;scl:0.01,0.015,0.11;mat:transparent;clr:84,43,255,200;;
i:cylinder_5949;pos:22.14928,12.8414,175.988;rot:270,33.20681,0;m:cylinder;scl:0.19,0.01,0.145;mat:transparent;clr:84,43,255,200;;
i:prism_5950;pos:22.80168,13.3214,175.5485;rot:290.5288,306.0805,85.92027;m:prism;scl:0.1,0.015,0.1;mat:transparent;clr:84,43,255,200;;
i:prism_5951;pos:21.48667,13.3614,176.3958;rot:290.6484,124.3672,270.0483;m:prism;scl:0.1,0.015,0.1;mat:transparent;clr:84,43,255,200;;
i:prism_5952;pos:22.12887,12.6414,175.9549;rot:270.9996,214.7266,180.0003;m:prism;scl:0.0375,0.015,0.0375;mat:transparent;clr:84,43,255,200;;
i:prism_5953;pos:23.3247,12.8414,175.2319;rot:359.2839,304.311,91.19717;m:prism;scl:0.015,0.015,0.125;mat:transparent;clr:84,43,255,200;;
i:prism_5954;pos:20.96673,12.8414,176.7488;rot:0.6141943,124.6954,270.1693;m:prism;scl:0.015,0.015,0.125;mat:transparent;clr:84,43,255,200;;
i:prism_5955;pos:23.1508,12.6414,175.3164;rot:359.6852,303.5893,89.60683;m:prism;scl:0.0125,0.015,0.115;mat:transparent;clr:84,43,255,200;;
i:prism_5956;pos:21.11294,12.6414,176.6612;rot:0.2171852,124.2461,89.8188;m:prism;scl:0.0125,0.015,0.115;mat:transparent;clr:84,43,255,200;;
i:prism_5957;pos:23.10153,12.4814,175.3783;rot:359.7742,304.1316,87.61063;m:prism;scl:0.01,0.015,0.11;mat:transparent;clr:84,43,255,200;;
i:prism_5958;pos:21.21388,12.4414,176.5803;rot:354.7456,124.596,98.77805;m:prism;scl:0.01,0.015,0.11;mat:transparent;clr:84,43,255,200;;
i:cylinder_5959;pos:22.14928,12.8414,175.988;rot:270,33.20681,0;m:cylinder;scl:0.19,0.01,0.145;mat:transparent;clr:84,43,255,200;;
i:prism_5960;pos:22.80168,13.3214,175.5485;rot:290.5288,306.0805,85.92027;m:prism;scl:0.1,0.015,0.1;mat:transparent;clr:84,43,255,200;;
i:prism_5961;pos:21.48667,13.3614,176.3958;rot:290.6484,124.3672,270.0483;m:prism;scl:0.1,0.015,0.1;mat:transparent;clr:84,43,255,200;;
i:prism_5962;pos:22.12887,12.6414,175.9549;rot:270.9996,214.7266,180.0003;m:prism;scl:0.0375,0.015,0.0375;mat:transparent;clr:84,43,255,200;;
i:prism_5963;pos:23.3247,12.8414,175.2319;rot:359.2839,304.311,91.19717;m:prism;scl:0.015,0.015,0.125;mat:transparent;clr:84,43,255,200;;
i:prism_5964;pos:20.96673,12.8414,176.7488;rot:0.6141943,124.6954,270.1693;m:prism;scl:0.015,0.015,0.125;mat:transparent;clr:84,43,255,200;;
i:prism_5965;pos:23.1508,12.6414,175.3164;rot:359.6852,303.5893,89.60683;m:prism;scl:0.0125,0.015,0.115;mat:transparent;clr:84,43,255,200;;
i:prism_5966;pos:21.11294,12.6414,176.6612;rot:0.2171852,124.2461,89.8188;m:prism;scl:0.0125,0.015,0.115;mat:transparent;clr:84,43,255,200;;
i:prism_5967;pos:23.10153,12.4814,175.3783;rot:359.7742,304.1316,87.61063;m:prism;scl:0.01,0.015,0.11;mat:transparent;clr:84,43,255,200;;
i:prism_5968;pos:21.21972,12.4414,176.5732;rot:354.7758,124.4008,98.83195;m:prism;scl:0.01,0.015,0.11;mat:transparent;clr:84,43,255,200;;
i:prism_5969;pos:22.73099,13.3214,175.5279;rot:287.0195,305.8568,82.30651;m:prism;scl:0.045,0.015,0.045;t:empty;til:9999,9999;clr:255,43,255,255;;
i:prism_5970;pos:21.49135,13.3614,176.3429;rot:288.5745,124.3566,270.3099;m:prism;scl:0.045,0.015,0.045;t:empty;til:9999,9999;clr:255,43,255,255;;
i:cylinder_5971;pos:-24.28623,13.2476,184.2799;rot:270.978,74.05152,273.7066;m:cylinder;scl:0.25,0.015,0.25;clr:0,0,0,255;;
i:cylinder_5972;pos:-24.4064,13.4076,184.2024;rot:297.4184,259.4778,88.83865;m:cylinder;scl:0.175,0.015,0.22;clr:0,0,0,255;;
i:cylinder_5973;pos:-24.28087,13.2476,184.2799;rot:270.0791,347.7444,0;m:cylinder;scl:0.225,0.015,0.225;mat:transparent;;
i:arc180_5974;pos:-24.58438,12.8476,184.0453;rot:78.9996,255.5044,86.59748;m:arc180;scl:0.05,0.015,0.04;mat:transparent;;
i:arc90_5975;pos:-24.71895,13.1276,183.987;rot:63.07187,86.44301,288.8473;m:arc90;scl:0.05,0.015,0.04;mat:transparent;;
i:arc90_5976;pos:-24.76838,13.2876,183.9737;rot:12.2328,83.93795,281.7252;m:arc90;scl:0.04,0.015,0.04;mat:transparent;;
i:arc90_5977;pos:-24.29757,13.3676,184.0396;rot:45.28971,87.50952,285.0746;m:arc90;scl:0.04,0.015,0.05;mat:transparent;;
i:cuboid_5978;pos:-23.94393,13.1676,184.2008;rot:302.864,266.8206,81.51593;m:cuboid;scl:0.01,0.015,0.04;mat:transparent;;
i:arc90_5979;pos:-23.92448,12.9276,184.1433;rot:6.454194,270.276,66.51846;m:arc90;scl:0.02,0.015,0.03;mat:transparent;;
i:arc90_5980;pos:-23.94618,12.6476,184.1149;rot:275.877,57.57416,291.8864;m:arc90;scl:0.03,0.015,0.04;mat:transparent;;
i:cuboid_5981;pos:-24.246,12.84106,184.1268;rot:0,351.1814,0;m:cuboid;scl:0.04,0.1,0.015;mat:transparent;;
i:cuboid_5982;pos:-24.51903,12.48106,184.0531;rot:-6.403303E-07,352.9814,29.40001;m:cuboid;scl:0.03,0.03,0.015;mat:transparent;;
i:cuboid_5983;pos:-24.04748,12.44106,184.1511;rot:-1.067217E-06,352.9814,310.8;m:cuboid;scl:0.03,0.03,0.015;mat:transparent;;
i:cuboid_5984;pos:-24.05236,13.04106,184.1909;rot:-3.201651E-07,352.9814,28.20001;m:cuboid;scl:0.03,0.0375,0.015;mat:transparent;;
i:cuboid_5985;pos:-24.28083,13.24106,184.0824;rot:-3.201651E-07,352.9814,340.2;m:cuboid;scl:0.04,0.035,0.015;mat:transparent;;
i:cuboid_5986;pos:-24.44448,13.32106,184.1023;rot:0,352.9814,0;m:cuboid;scl:0.04,0.025,0.015;mat:transparent;;
i:cuboid_5987;pos:-24.59843,13.32106,184.0434;rot:0,352.9814,0;m:cuboid;scl:0.04,0.015,0.015;mat:transparent;;
i:cuboid_5988;pos:-24.83662,13.28106,184.0138;rot:0,352.9814,0;m:cuboid;scl:0.0125,0.0125,0.015;mat:transparent;;
i:cylinder_5989;pos:-24.28087,13.2476,184.2799;rot:270.0791,347.7444,0;m:cylinder;scl:0.225,0.015,0.225;mat:transparent;;
i:arc180_5990;pos:-24.58438,12.8476,184.0453;rot:78.9996,255.5044,86.59748;m:arc180;scl:0.05,0.015,0.04;mat:transparent;;
i:arc90_5991;pos:-24.71895,13.1276,183.987;rot:63.07187,86.44301,288.8473;m:arc90;scl:0.05,0.015,0.04;mat:transparent;;
i:arc90_5992;pos:-24.76838,13.2876,183.9737;rot:12.2328,83.93795,281.7252;m:arc90;scl:0.04,0.015,0.04;mat:transparent;;
i:arc90_5993;pos:-24.29757,13.3676,184.0396;rot:45.28971,87.50952,285.0746;m:arc90;scl:0.04,0.015,0.05;mat:transparent;;
i:cuboid_5994;pos:-23.94393,13.1676,184.2008;rot:302.864,266.8206,81.51593;m:cuboid;scl:0.01,0.015,0.04;mat:transparent;;
i:arc90_5995;pos:-23.92448,12.9276,184.1433;rot:6.454194,270.276,66.51846;m:arc90;scl:0.02,0.015,0.03;mat:transparent;;
i:arc90_5996;pos:-23.94618,12.6476,184.1149;rot:275.877,57.57416,291.8864;m:arc90;scl:0.03,0.015,0.04;mat:transparent;;
i:cuboid_5997;pos:-24.246,12.84106,184.1268;rot:0,351.1814,0;m:cuboid;scl:0.04,0.1,0.015;mat:transparent;;
i:cuboid_5998;pos:-24.51903,12.48106,184.0531;rot:-6.403303E-07,352.9814,29.40001;m:cuboid;scl:0.03,0.03,0.015;mat:transparent;;
i:cuboid_5999;pos:-24.04748,12.44106,184.1511;rot:-1.067217E-06,352.9814,310.8;m:cuboid;scl:0.03,0.03,0.015;mat:transparent;;
i:cuboid_6000;pos:-24.05236,13.04106,184.1909;rot:-3.201651E-07,352.9814,28.20001;m:cuboid;scl:0.03,0.0375,0.015;mat:transparent;;
i:cuboid_6001;pos:-24.28083,13.24106,184.0824;rot:-3.201651E-07,352.9814,340.2;m:cuboid;scl:0.04,0.035,0.015;mat:transparent;;
i:cuboid_6002;pos:-24.44448,13.32106,184.1023;rot:0,352.9814,0;m:cuboid;scl:0.04,0.025,0.015;mat:transparent;;
i:cuboid_6003;pos:-24.59843,13.32106,184.0434;rot:0,352.9814,0;m:cuboid;scl:0.04,0.015,0.015;mat:transparent;;
i:cuboid_6004;pos:-24.83662,13.28106,184.0138;rot:0,352.9814,0;m:cuboid;scl:0.0125,0.0125,0.015;mat:transparent;;
i:cylinder_6005;pos:-24.28087,13.2476,184.2799;rot:270.0791,347.7444,0;m:cylinder;scl:0.225,0.015,0.225;mat:transparent;;
i:arc180_6006;pos:-24.58438,12.8476,184.0453;rot:78.9996,255.5044,86.59748;m:arc180;scl:0.05,0.015,0.04;mat:transparent;;
i:arc90_6007;pos:-24.71895,13.1276,183.987;rot:63.07187,86.44301,288.8473;m:arc90;scl:0.05,0.015,0.04;mat:transparent;;
i:arc90_6008;pos:-24.76838,13.2876,183.9737;rot:12.2328,83.93795,281.7252;m:arc90;scl:0.04,0.015,0.04;mat:transparent;;
i:arc90_6009;pos:-24.29757,13.3676,184.0396;rot:45.28971,87.50952,285.0746;m:arc90;scl:0.04,0.015,0.05;mat:transparent;;
i:cuboid_6010;pos:-23.94393,13.1676,184.2008;rot:302.864,266.8206,81.51593;m:cuboid;scl:0.01,0.015,0.04;mat:transparent;;
i:arc90_6011;pos:-23.92448,12.9276,184.1433;rot:6.454194,270.276,66.51846;m:arc90;scl:0.02,0.015,0.03;mat:transparent;;
i:arc90_6012;pos:-23.94618,12.6476,184.1149;rot:275.877,57.57416,291.8864;m:arc90;scl:0.03,0.015,0.04;mat:transparent;;
i:cuboid_6013;pos:-24.246,12.84106,184.1268;rot:0,351.1814,0;m:cuboid;scl:0.04,0.1,0.015;mat:transparent;;
i:cuboid_6014;pos:-24.51903,12.48106,184.0531;rot:-6.403303E-07,352.9814,29.40001;m:cuboid;scl:0.03,0.03,0.015;mat:transparent;;
i:cuboid_6015;pos:-24.04748,12.44106,184.1511;rot:-1.067217E-06,352.9814,310.8;m:cuboid;scl:0.03,0.03,0.015;mat:transparent;;
i:cuboid_6016;pos:-24.05236,13.04106,184.1909;rot:-3.201651E-07,352.9814,28.20001;m:cuboid;scl:0.03,0.0375,0.015;mat:transparent;;
i:cuboid_6017;pos:-24.28083,13.24106,184.0824;rot:-3.201651E-07,352.9814,340.2;m:cuboid;scl:0.04,0.035,0.015;mat:transparent;;
i:cuboid_6018;pos:-24.44448,13.32106,184.1023;rot:0,352.9814,0;m:cuboid;scl:0.04,0.025,0.015;mat:transparent;;
i:cuboid_6019;pos:-24.59843,13.32106,184.0434;rot:0,352.9814,0;m:cuboid;scl:0.04,0.015,0.015;mat:transparent;;
i:cuboid_6020;pos:-24.83662,13.28106,184.0138;rot:0,352.9814,0;m:cuboid;scl:0.0125,0.0125,0.015;mat:transparent;;
i:cylinder_6021;pos:-24.28087,13.2476,184.2799;rot:270.0791,347.7444,0;m:cylinder;scl:0.225,0.015,0.225;mat:transparent;;
i:arc180_6022;pos:-24.58438,12.8476,184.0453;rot:78.9996,255.5044,86.59748;m:arc180;scl:0.05,0.015,0.04;mat:transparent;;
i:arc90_6023;pos:-24.71895,13.1276,183.987;rot:63.07187,86.44301,288.8473;m:arc90;scl:0.05,0.015,0.04;mat:transparent;;
i:arc90_6024;pos:-24.76838,13.2876,183.9737;rot:12.2328,83.93795,281.7252;m:arc90;scl:0.04,0.015,0.04;mat:transparent;;
i:arc90_6025;pos:-24.29757,13.3676,184.0396;rot:45.28971,87.50952,285.0746;m:arc90;scl:0.04,0.015,0.05;mat:transparent;;
i:cuboid_6026;pos:-23.94393,13.1676,184.2008;rot:302.864,266.8206,81.51593;m:cuboid;scl:0.01,0.015,0.04;mat:transparent;;
i:arc90_6027;pos:-23.92448,12.9276,184.1433;rot:6.454194,270.276,66.51846;m:arc90;scl:0.02,0.015,0.03;mat:transparent;;
i:arc90_6028;pos:-23.94618,12.6476,184.1149;rot:275.877,57.57416,291.8864;m:arc90;scl:0.03,0.015,0.04;mat:transparent;;
i:cuboid_6029;pos:-24.246,12.84106,184.1268;rot:0,351.1814,0;m:cuboid;scl:0.04,0.1,0.015;mat:transparent;;
i:cuboid_6030;pos:-24.51903,12.48106,184.0531;rot:-6.403303E-07,352.9814,29.40001;m:cuboid;scl:0.03,0.03,0.015;mat:transparent;;
i:cuboid_6031;pos:-24.04748,12.44106,184.1511;rot:-1.067217E-06,352.9814,310.8;m:cuboid;scl:0.03,0.03,0.015;mat:transparent;;
i:cuboid_6032;pos:-24.05236,13.04106,184.1909;rot:-3.201651E-07,352.9814,28.20001;m:cuboid;scl:0.03,0.0375,0.015;mat:transparent;;
i:cuboid_6033;pos:-24.28083,13.24106,184.0824;rot:-3.201651E-07,352.9814,340.2;m:cuboid;scl:0.04,0.035,0.015;mat:transparent;;
i:cuboid_6034;pos:-24.44448,13.32106,184.1023;rot:0,352.9814,0;m:cuboid;scl:0.04,0.025,0.015;mat:transparent;;
i:cuboid_6035;pos:-24.59843,13.32106,184.0434;rot:0,352.9814,0;m:cuboid;scl:0.04,0.015,0.015;mat:transparent;;
i:cuboid_6036;pos:-24.83662,13.28106,184.0138;rot:0,352.9814,0;m:cuboid;scl:0.0125,0.0125,0.015;mat:transparent;;
i:cylinder_6037;pos:-24.28087,13.2476,184.2799;rot:270.0791,347.7444,0;m:cylinder;scl:0.225,0.015,0.225;mat:transparent;;
i:arc180_6038;pos:-24.58438,12.8476,184.0453;rot:78.9996,255.5044,86.59748;m:arc180;scl:0.05,0.015,0.04;mat:transparent;;
i:arc90_6039;pos:-24.71895,13.1276,183.987;rot:63.07187,86.44301,288.8473;m:arc90;scl:0.05,0.015,0.04;mat:transparent;;
i:arc90_6040;pos:-24.76838,13.2876,183.9737;rot:12.2328,83.93795,281.7252;m:arc90;scl:0.04,0.015,0.04;mat:transparent;;
i:arc90_6041;pos:-24.29757,13.3676,184.0396;rot:45.28971,87.50952,285.0746;m:arc90;scl:0.04,0.015,0.05;mat:transparent;;
i:cuboid_6042;pos:-23.94393,13.1676,184.2008;rot:302.864,266.8206,81.51593;m:cuboid;scl:0.01,0.015,0.04;mat:transparent;;
i:arc90_6043;pos:-23.92448,12.9276,184.1433;rot:6.454194,270.276,66.51846;m:arc90;scl:0.02,0.015,0.03;mat:transparent;;
i:arc90_6044;pos:-23.94618,12.6476,184.1149;rot:275.877,57.57416,291.8864;m:arc90;scl:0.03,0.015,0.04;mat:transparent;;
i:cuboid_6045;pos:-24.246,12.84106,184.1268;rot:0,351.1814,0;m:cuboid;scl:0.04,0.1,0.015;mat:transparent;;
i:cuboid_6046;pos:-24.51903,12.48106,184.0531;rot:-6.403303E-07,352.9814,29.40001;m:cuboid;scl:0.03,0.03,0.015;mat:transparent;;
i:cuboid_6047;pos:-24.04748,12.44106,184.1511;rot:-1.067217E-06,352.9814,310.8;m:cuboid;scl:0.03,0.03,0.015;mat:transparent;;
i:cuboid_6048;pos:-24.05236,13.04106,184.1909;rot:-3.201651E-07,352.9814,28.20001;m:cuboid;scl:0.03,0.0375,0.015;mat:transparent;;
i:cuboid_6049;pos:-24.28083,13.24106,184.0824;rot:-3.201651E-07,352.9814,340.2;m:cuboid;scl:0.04,0.035,0.015;mat:transparent;;
i:cuboid_6050;pos:-24.44448,13.32106,184.1023;rot:0,352.9814,0;m:cuboid;scl:0.04,0.025,0.015;mat:transparent;;
i:cuboid_6051;pos:-24.59843,13.32106,184.0434;rot:0,352.9814,0;m:cuboid;scl:0.04,0.015,0.015;mat:transparent;;
i:cuboid_6052;pos:-24.83662,13.28106,184.0138;rot:0,352.9814,0;m:cuboid;scl:0.0125,0.0125,0.015;mat:transparent;;
i:cylinder_6053;pos:-24.28087,13.2476,184.2799;rot:270.0791,347.7444,0;m:cylinder;scl:0.225,0.015,0.225;mat:transparent;;
i:arc180_6054;pos:-24.58438,12.8476,184.0453;rot:78.9996,255.5044,86.59748;m:arc180;scl:0.05,0.015,0.04;mat:transparent;;
i:arc90_6055;pos:-24.71895,13.1276,183.987;rot:63.07187,86.44301,288.8473;m:arc90;scl:0.05,0.015,0.04;mat:transparent;;
i:arc90_6056;pos:-24.76838,13.2876,183.9737;rot:12.2328,83.93795,281.7252;m:arc90;scl:0.04,0.015,0.04;mat:transparent;;
i:arc90_6057;pos:-24.29757,13.3676,184.0396;rot:45.28971,87.50952,285.0746;m:arc90;scl:0.04,0.015,0.05;mat:transparent;;
i:cuboid_6058;pos:-23.94393,13.1676,184.2008;rot:302.864,266.8206,81.51593;m:cuboid;scl:0.01,0.015,0.04;mat:transparent;;
i:arc90_6059;pos:-23.92448,12.9276,184.1433;rot:6.454194,270.276,66.51846;m:arc90;scl:0.02,0.015,0.03;mat:transparent;;
i:arc90_6060;pos:-23.94618,12.6476,184.1149;rot:275.877,57.57416,291.8864;m:arc90;scl:0.03,0.015,0.04;mat:transparent;;
i:cuboid_6061;pos:-24.246,12.84106,184.1268;rot:0,351.1814,0;m:cuboid;scl:0.04,0.1,0.015;mat:transparent;;
i:cuboid_6062;pos:-24.51903,12.48106,184.0531;rot:-6.403303E-07,352.9814,29.40001;m:cuboid;scl:0.03,0.03,0.015;mat:transparent;;
i:cuboid_6063;pos:-24.04748,12.44106,184.1511;rot:-1.067217E-06,352.9814,310.8;m:cuboid;scl:0.03,0.03,0.015;mat:transparent;;
i:cuboid_6064;pos:-24.05236,13.04106,184.1909;rot:-3.201651E-07,352.9814,28.20001;m:cuboid;scl:0.03,0.0375,0.015;mat:transparent;;
i:cuboid_6065;pos:-24.28083,13.24106,184.0824;rot:-3.201651E-07,352.9814,340.2;m:cuboid;scl:0.04,0.035,0.015;mat:transparent;;
i:cuboid_6066;pos:-24.44448,13.32106,184.1023;rot:0,352.9814,0;m:cuboid;scl:0.04,0.025,0.015;mat:transparent;;
i:cuboid_6067;pos:-24.59843,13.32106,184.0434;rot:0,352.9814,0;m:cuboid;scl:0.04,0.015,0.015;mat:transparent;;
i:cuboid_6068;pos:-24.83662,13.28106,184.0138;rot:0,352.9814,0;m:cuboid;scl:0.0125,0.0125,0.015;mat:transparent;;
i:sphere_6069;pos:-24.38013,13.34594,184.0232;rot:0,349.4719,0;m:sphere;scl:0.0175,0.0175,0.015;t:empty;clr:0,255,0,255;;
i:sphere_6070;pos:-24.38013,13.34594,184.0232;rot:0,349.4719,0;m:sphere;scl:0.0175,0.0175,0.015;t:empty;clr:0,255,0,255;;
i:sphere_6071;pos:-24.38013,13.34594,184.0232;rot:0,349.4719,0;m:sphere;scl:0.0175,0.0175,0.015;t:empty;clr:0,255,0,255;;
i:cuboid_6072;pos:74.2963,13.06963,127.2514;rot:4.268868E-06,46.71521,325.4;m:cuboid;scl:0.025,0.15,0.015;mat:transparent;clr:255,113,255,200;;
i:cuboid_6073;pos:74.29475,13.06963,127.195;rot:-3.415095E-06,46.7152,33.4;m:cuboid;scl:0.025,0.15,0.015;mat:transparent;clr:255,113,255,200;;
i:cuboid_6074;pos:74.2963,13.06963,127.2514;rot:4.268868E-06,46.71521,325.4;m:cuboid;scl:0.025,0.15,0.015;mat:transparent;clr:255,113,255,200;;
i:cuboid_6075;pos:74.29475,13.06963,127.195;rot:-3.415095E-06,46.7152,33.4;m:cuboid;scl:0.025,0.15,0.015;mat:transparent;clr:255,113,255,200;;
i:cuboid_6076;pos:74.2963,13.06963,127.2514;rot:4.268868E-06,46.71521,325.4;m:cuboid;scl:0.025,0.15,0.015;mat:transparent;clr:255,113,255,200;;
i:cuboid_6077;pos:74.29475,13.06963,127.195;rot:-3.415095E-06,46.7152,33.4;m:cuboid;scl:0.025,0.15,0.015;mat:transparent;clr:255,113,255,200;;
i:cuboid_6078;pos:74.2963,13.06963,127.2514;rot:4.268868E-06,46.71521,325.4;m:cuboid;scl:0.025,0.15,0.015;mat:transparent;clr:255,113,255,200;;
i:cuboid_6079;pos:74.29475,13.06963,127.195;rot:-3.415095E-06,46.7152,33.4;m:cuboid;scl:0.025,0.15,0.015;mat:transparent;clr:255,113,255,200;;
i:cuboid_6080;pos:74.2963,13.06963,127.2514;rot:4.268868E-06,46.71521,325.4;m:cuboid;scl:0.025,0.15,0.015;mat:transparent;clr:255,113,255,200;;
i:cuboid_6081;pos:74.29475,13.06963,127.195;rot:-3.415095E-06,46.7152,33.4;m:cuboid;scl:0.025,0.15,0.015;mat:transparent;clr:255,113,255,200;;
i:cuboid_6082;pos:-22.43198,28.328,4.84592;rot:0,316.2641,0;m:cuboid;scl:0.75,0.35,0.075;t:brick1;til:2,0.7;;
i:sphere_6083;pos:-23.3863,30.57448,4.008146;rot:0,316.4785,0;m:sphere;scl:0.075,0.11,0.075;clr:179,176,176,255;;
i:sphere_6084;pos:-23.3863,30.45448,4.008146;rot:0,316.4785,0;m:sphere;scl:0.075,0.085,0.075;clr:0,66,176,255;;
i:cylinder_6085;pos:-23.32412,30.57448,4.000773;rot:0,316.4785,0;m:cylinder;scl:0.086,0.005,0.086;clr:20,23,34,255;;
i:arc180_6086;pos:-23.09418,30.16297,3.952853;rot:324.8354,316.0289,272.9362;m:arc180;scl:0.035,0.02,0.035;clr:20,72,182,255;;
i:arc180_6087;pos:-23.32999,30.16297,3.736537;rot:324.8354,316.0289,272.9362;m:arc180;scl:0.035,0.02,0.035;clr:20,72,182,255;;
i:arc90_6088;pos:-23.60106,30.57696,3.615149;rot:349.9443,45.75048,279.7512;m:arc90;scl:0.035,0.0175,0.035;clr:159,162,176,255;;
i:arc90_6089;pos:-22.95882,30.55091,4.212912;rot:353.5173,234.6808,263.2593;m:arc90;scl:0.035,0.0175,0.035;clr:159,162,176,255;;
i:sphere_6090;pos:-22.94848,29.8117,3.835382;rot:0,315.2166,0;m:sphere;scl:0.0175,0.0125,0.035;clr:0,0,0,255;;
i:sphere_6091;pos:-23.204,29.81171,3.581788;rot:0,315.2166,0;m:sphere;scl:0.0175,0.0125,0.035;clr:0,0,0,255;;
i:pyramid_6092;pos:-22.99726,30.58297,3.722668;rot:1.366038E-05,318.7109,88.80001;m:pyramid;scl:0.01,0.01,0.005;clr:159,0,0,255;;
i:pyramid_6093;pos:-23.11749,30.58296,3.61709;rot:-8.537737E-06,318.7109,273.6;m:pyramid;scl:0.01,0.01,0.005;clr:159,0,0,255;;
i:sphere_6094;pos:-23.05287,30.58296,3.664749;rot:0,318.7109,0;m:sphere;scl:0.01,0.01,0.01;clr:159,0,0,255;;
i:cuboid_6095;pos:-23.2409,31.02737,3.641128;rot:2.561321E-06,315.2054,348;m:cuboid;scl:0.015,0.0035,0.0035;clr:0,0,0,255;;
i:cuboid_6096;pos:-23.21283,30.98738,3.612844;rot:0,315.2054,24.4;m:cuboid;scl:0.015,0.0035,0.0035;clr:0,0,0,255;;
i:cuboid_6097;pos:-23.04222,31.02738,3.838413;rot:1.280661E-06,315.2054,15.8;m:cuboid;scl:0.015,0.0035,0.0035;clr:0,0,0,255;;
i:cuboid_6098;pos:-23.01413,30.98739,3.810124;rot:1.707547E-06,315.2054,340.8;m:cuboid;scl:0.015,0.0035,0.0035;clr:0,0,0,255;;
i:arc180_6099;pos:-23.10073,30.86736,3.72311;rot:0.1975312,225.1741,80.99998;m:arc180;scl:0.01,0.01,0.005;clr:0,0,0,255;;
i:cuboid_6100;pos:-24.61435,29.74838,2.386499;rot:0,317.2458,0;m:cuboid;scl:0.03,0.01,0.025;t:empty;til:9999,9999;clr:255,255,255,255;;
i:cuboid_6101;pos:-24.73185,29.50837,2.277881;rot:0,317.2458,0;m:cuboid;scl:0.01,0.06,0.025;t:empty;til:9999,9999;clr:255,255,255,255;;
i:cuboid_6102;pos:-24.64373,29.50837,2.359345;rot:0,317.2458,0;m:cuboid;scl:0.03,0.01,0.025;t:empty;til:9999,9999;clr:255,255,255,255;;
i:cuboid_6103;pos:-24.64374,29.26837,2.359344;rot:0,317.2458,0;m:cuboid;scl:0.03,0.01,0.025;t:empty;til:9999,9999;clr:255,255,255,255;;
i:cuboid_6104;pos:-24.23254,29.74837,2.739503;rot:0,317.2458,0;m:cuboid;scl:0.03,0.01,0.025;t:empty;til:9999,9999;clr:255,255,255,255;;
i:cuboid_6105;pos:-24.24318,29.25085,2.750172;rot:0,316.9951,0;m:cuboid;scl:0.03,0.01,0.025;t:empty;til:9999,9999;clr:255,255,255,255;;
i:cuboid_6106;pos:-24.24318,29.49085,2.750173;rot:0,316.9951,0;m:cuboid;scl:0.03,0.01,0.025;t:empty;til:9999,9999;clr:255,255,255,255;;
i:cuboid_6107;pos:-23.86291,29.73087,3.104844;rot:0,316.9951,0;m:cuboid;scl:0.03,0.01,0.025;t:empty;til:9999,9999;clr:255,255,255,255;;
i:cuboid_6108;pos:-23.85375,29.49084,3.094042;rot:0,316.9951,0;m:cuboid;scl:0.03,0.01,0.025;t:empty;til:9999,9999;clr:255,255,255,255;;
i:cuboid_6109;pos:-23.86291,29.25084,3.104844;rot:0,316.9951,0;m:cuboid;scl:0.03,0.01,0.025;t:empty;til:9999,9999;clr:255,255,255,255;;
